#  Region type : all 
#       Cells  : 2349
#       Volume : 3.7500000000e-01
#            Time	weightedVolAverage(H2)	weightedVolAverage(CO2)	weightedVolAverage(CO)	weightedVolAverage(N2)	weightedVolAverage(H2O)
             1979	2.1694277310e-03	6.3321051785e-02	3.3144135578e-01	6.0304132762e-01	2.6837084996e-05
             1980	2.1694283277e-03	6.3321004560e-02	3.3144139402e-01	6.0304134091e-01	2.6832185501e-05
             1981	2.1694289243e-03	6.3320957360e-02	3.3144143225e-01	6.0304135418e-01	2.6827287597e-05
             1982	2.1694295206e-03	6.3320910186e-02	3.3144147045e-01	6.0304136745e-01	2.6822391552e-05
             1983	2.1694301166e-03	6.3320863039e-02	3.3144150863e-01	6.0304138072e-01	2.6817497476e-05
             1984	2.1694307125e-03	6.3320815919e-02	3.3144154679e-01	6.0304139397e-01	2.6812605028e-05
             1985	2.1694313081e-03	6.3320768822e-02	3.3144158493e-01	6.0304140722e-01	2.6807714283e-05
             1986	2.1694319035e-03	6.3320721753e-02	3.3144162305e-01	6.0304142046e-01	2.6802825783e-05
             1987	2.1694324987e-03	6.3320674709e-02	3.3144166115e-01	6.0304143370e-01	2.6797938968e-05
             1988	2.1694330936e-03	6.3320627692e-02	3.3144169923e-01	6.0304144693e-01	2.6793053832e-05
             1989	2.1694336883e-03	6.3320580699e-02	3.3144173729e-01	6.0304146015e-01	2.6788170485e-05
             1990	2.1694342828e-03	6.3320533732e-02	3.3144177533e-01	6.0304147337e-01	2.6783288817e-05
             1991	2.1694348771e-03	6.3320486790e-02	3.3144181335e-01	6.0304148657e-01	2.6778408920e-05
             1992	2.1694354711e-03	6.3320439873e-02	3.3144185135e-01	6.0304149978e-01	2.6773530975e-05
             1993	2.1694360649e-03	6.3320392981e-02	3.3144188933e-01	6.0304151297e-01	2.6768654774e-05
             1994	2.1694366585e-03	6.3320346116e-02	3.3144192728e-01	6.0304152616e-01	2.6763780632e-05
             1995	2.1694372519e-03	6.3320299277e-02	3.3144196522e-01	6.0304153934e-01	2.6758908107e-05
             1996	2.1694378450e-03	6.3320252463e-02	3.3144200314e-01	6.0304155252e-01	2.6754037394e-05
             1997	2.1694384379e-03	6.3320205674e-02	3.3144204103e-01	6.0304156569e-01	2.6749168481e-05
             1998	2.1694390306e-03	6.3320158911e-02	3.3144207891e-01	6.0304157885e-01	2.6744301275e-05
             1999	2.1694396230e-03	6.3320112172e-02	3.3144211677e-01	6.0304159200e-01	2.6739435939e-05
             2000	2.1694402153e-03	6.3320065460e-02	3.3144215460e-01	6.0304160515e-01	2.6734572468e-05
             2001	2.1694408073e-03	6.3320018771e-02	3.3144219242e-01	6.0304161829e-01	2.6729710362e-05
             2002	2.1694413992e-03	6.3319972105e-02	3.3144223021e-01	6.0304163143e-01	2.6724849880e-05
             2003	2.1694419907e-03	6.3319925469e-02	3.3144226799e-01	6.0304164456e-01	2.6719991674e-05
             2004	2.1694425821e-03	6.3319878856e-02	3.3144230575e-01	6.0304165768e-01	2.6715134904e-05
             2005	2.1694431733e-03	6.3319832268e-02	3.3144234348e-01	6.0304167080e-01	2.6710279822e-05
             2006	2.1694437642e-03	6.3319785706e-02	3.3144238120e-01	6.0304168391e-01	2.6705426739e-05
             2007	2.1694443549e-03	6.3319739169e-02	3.3144241889e-01	6.0304169701e-01	2.6700575227e-05
             2008	2.1694449454e-03	6.3319692657e-02	3.3144245657e-01	6.0304171011e-01	2.6695725502e-05
             2009	2.1694455357e-03	6.3319646170e-02	3.3144249422e-01	6.0304172319e-01	2.6690877630e-05
             2010	2.1694461257e-03	6.3319599709e-02	3.3144253186e-01	6.0304173628e-01	2.6686031323e-05
             2011	2.1694467155e-03	6.3319553274e-02	3.3144256947e-01	6.0304174935e-01	2.6681187044e-05
             2012	2.1694473051e-03	6.3319506863e-02	3.3144260707e-01	6.0304176242e-01	2.6676344431e-05
             2013	2.1694478945e-03	6.3319460476e-02	3.3144264464e-01	6.0304177549e-01	2.6671503453e-05
             2014	2.1694484837e-03	6.3319414114e-02	3.3144268220e-01	6.0304178854e-01	2.6666664374e-05
             2015	2.1694490727e-03	6.3319367778e-02	3.3144271973e-01	6.0304180159e-01	2.6661827097e-05
             2016	2.1694496614e-03	6.3319321467e-02	3.3144275725e-01	6.0304181463e-01	2.6656991379e-05
             2017	2.1694502499e-03	6.3319275180e-02	3.3144279474e-01	6.0304182767e-01	2.6652157395e-05
             2018	2.1694508382e-03	6.3319228918e-02	3.3144283222e-01	6.0304184070e-01	2.6647325481e-05
             2019	2.1694514262e-03	6.3319182682e-02	3.3144286967e-01	6.0304185372e-01	2.6642495328e-05
             2020	2.1694520141e-03	6.3319136470e-02	3.3144290711e-01	6.0304186674e-01	2.6637666685e-05
             2021	2.1694526017e-03	6.3319090282e-02	3.3144294452e-01	6.0304187975e-01	2.6632840006e-05
             2022	2.1694531891e-03	6.3319044119e-02	3.3144298192e-01	6.0304189276e-01	2.6628014956e-05
             2023	2.1694537763e-03	6.3318997981e-02	3.3144301930e-01	6.0304190575e-01	2.6623191718e-05
             2024	2.1694543633e-03	6.3318951868e-02	3.3144305665e-01	6.0304191874e-01	2.6618370184e-05
             2025	2.1694549500e-03	6.3318905780e-02	3.3144309399e-01	6.0304193173e-01	2.6613550658e-05
             2026	2.1694555365e-03	6.3318859718e-02	3.3144313131e-01	6.0304194471e-01	2.6608732919e-05
             2027	2.1694561228e-03	6.3318813681e-02	3.3144316860e-01	6.0304195768e-01	2.6603916811e-05
             2028	2.1694567089e-03	6.3318767669e-02	3.3144320588e-01	6.0304197064e-01	2.6599102234e-05
             2029	2.1694572947e-03	6.3318721681e-02	3.3144324314e-01	6.0304198360e-01	2.6594289689e-05
             2030	2.1694578803e-03	6.3318675719e-02	3.3144328037e-01	6.0304199655e-01	2.6589478762e-05
             2031	2.1694584657e-03	6.3318629780e-02	3.3144331759e-01	6.0304200950e-01	2.6584669532e-05
             2032	2.1694590510e-03	6.3318583866e-02	3.3144335479e-01	6.0304202243e-01	2.6579862138e-05
             2033	2.1694596359e-03	6.3318537977e-02	3.3144339196e-01	6.0304203537e-01	2.6575056526e-05
             2034	2.1694602207e-03	6.3318492113e-02	3.3144342912e-01	6.0304204829e-01	2.6570252546e-05
             2035	2.1694608052e-03	6.3318446274e-02	3.3144346626e-01	6.0304206121e-01	2.6565450438e-05
             2036	2.1694613896e-03	6.3318400458e-02	3.3144350338e-01	6.0304207412e-01	2.6560649683e-05
             2037	2.1694619737e-03	6.3318354666e-02	3.3144354048e-01	6.0304208703e-01	2.6555850883e-05
             2038	2.1694625576e-03	6.3318308899e-02	3.3144357756e-01	6.0304209993e-01	2.6551053881e-05
             2039	2.1694631413e-03	6.3318263158e-02	3.3144361462e-01	6.0304211282e-01	2.6546258981e-05
             2040	2.1694637247e-03	6.3318217442e-02	3.3144365166e-01	6.0304212571e-01	2.6541465352e-05
             2041	2.1694643080e-03	6.3318171750e-02	3.3144368868e-01	6.0304213859e-01	2.6536673507e-05
             2042	2.1694648910e-03	6.3318126082e-02	3.3144372568e-01	6.0304215146e-01	2.6531883452e-05
             2043	2.1694654738e-03	6.3318080438e-02	3.3144376266e-01	6.0304216433e-01	2.6527095137e-05
             2044	2.1694660564e-03	6.3318034819e-02	3.3144379963e-01	6.0304217719e-01	2.6522308570e-05
             2045	2.1694666387e-03	6.3317989223e-02	3.3144383657e-01	6.0304219005e-01	2.6517523825e-05
             2046	2.1694672209e-03	6.3317943652e-02	3.3144387349e-01	6.0304220289e-01	2.6512740603e-05
             2047	2.1694678029e-03	6.3317898106e-02	3.3144391040e-01	6.0304221574e-01	2.6507959389e-05
             2048	2.1694683846e-03	6.3317852583e-02	3.3144394728e-01	6.0304222857e-01	2.6503179653e-05
             2049	2.1694689661e-03	6.3317807085e-02	3.3144398415e-01	6.0304224140e-01	2.6498401795e-05
             2050	2.1694695474e-03	6.3317761612e-02	3.3144402099e-01	6.0304225422e-01	2.6493625569e-05
             2051	2.1694701284e-03	6.3317716164e-02	3.3144405782e-01	6.0304226704e-01	2.6488851266e-05
             2052	2.1694707093e-03	6.3317670739e-02	3.3144409463e-01	6.0304227985e-01	2.6484078356e-05
             2053	2.1694712899e-03	6.3317625339e-02	3.3144413141e-01	6.0304229265e-01	2.6479307611e-05
             2054	2.1694718703e-03	6.3317579965e-02	3.3144416818e-01	6.0304230545e-01	2.6474538437e-05
             2055	2.1694724505e-03	6.3317534613e-02	3.3144420493e-01	6.0304231824e-01	2.6469770945e-05
             2056	2.1694730305e-03	6.3317489285e-02	3.3144424166e-01	6.0304233102e-01	2.6465005207e-05
             2057	2.1694736102e-03	6.3317443982e-02	3.3144427837e-01	6.0304234380e-01	2.6460241207e-05
             2058	2.1694741898e-03	6.3317398702e-02	3.3144431506e-01	6.0304235657e-01	2.6455478741e-05
             2059	2.1694747691e-03	6.3317353447e-02	3.3144435173e-01	6.0304236934e-01	2.6450717956e-05
             2060	2.1694753482e-03	6.3317308216e-02	3.3144438838e-01	6.0304238210e-01	2.6445959113e-05
             2061	2.1694759271e-03	6.3317263008e-02	3.3144442501e-01	6.0304239485e-01	2.6441201854e-05
             2062	2.1694765058e-03	6.3317217826e-02	3.3144446163e-01	6.0304240759e-01	2.6436446506e-05
             2063	2.1694770843e-03	6.3317172667e-02	3.3144449822e-01	6.0304242033e-01	2.6431692849e-05
             2064	2.1694776625e-03	6.3317127532e-02	3.3144453480e-01	6.0304243307e-01	2.6426941004e-05
             2065	2.1694782406e-03	6.3317082422e-02	3.3144457135e-01	6.0304244579e-01	2.6422190514e-05
             2066	2.1694788184e-03	6.3317037335e-02	3.3144460789e-01	6.0304245851e-01	2.6417442186e-05
             2067	2.1694793960e-03	6.3316992272e-02	3.3144464441e-01	6.0304247123e-01	2.6412695257e-05
             2068	2.1694799734e-03	6.3316947233e-02	3.3144468091e-01	6.0304248394e-01	2.6407950265e-05
             2069	2.1694805506e-03	6.3316902219e-02	3.3144471739e-01	6.0304249664e-01	2.6403206830e-05
             2070	2.1694811276e-03	6.3316857228e-02	3.3144475385e-01	6.0304250933e-01	2.6398464797e-05
             2071	2.1694817043e-03	6.3316812262e-02	3.3144479029e-01	6.0304252202e-01	2.6393724968e-05
             2072	2.1694822809e-03	6.3316767318e-02	3.3144482671e-01	6.0304253471e-01	2.6388986471e-05
             2073	2.1694828572e-03	6.3316722399e-02	3.3144486311e-01	6.0304254738e-01	2.6384249884e-05
             2074	2.1694834333e-03	6.3316677504e-02	3.3144489950e-01	6.0304256005e-01	2.6379514738e-05
             2075	2.1694840092e-03	6.3316632633e-02	3.3144493586e-01	6.0304257272e-01	2.6374781710e-05
             2076	2.1694845849e-03	6.3316587785e-02	3.3144497221e-01	6.0304258537e-01	2.6370050069e-05
             2077	2.1694851604e-03	6.3316542961e-02	3.3144500853e-01	6.0304259803e-01	2.6365320317e-05
             2078	2.1694857356e-03	6.3316498161e-02	3.3144504484e-01	6.0304261067e-01	2.6360592241e-05
             2079	2.1694863107e-03	6.3316453384e-02	3.3144508113e-01	6.0304262331e-01	2.6355865950e-05
             2080	2.1694868855e-03	6.3316408632e-02	3.3144511740e-01	6.0304263594e-01	2.6351141468e-05
             2081	2.1694874601e-03	6.3316363903e-02	3.3144515365e-01	6.0304264857e-01	2.6346418307e-05
             2082	2.1694880345e-03	6.3316319197e-02	3.3144518988e-01	6.0304266119e-01	2.6341697001e-05
             2083	2.1694886087e-03	6.3316274515e-02	3.3144522610e-01	6.0304267380e-01	2.6336977512e-05
             2084	2.1694891827e-03	6.3316229858e-02	3.3144526229e-01	6.0304268641e-01	2.6332259614e-05
             2085	2.1694897565e-03	6.3316185223e-02	3.3144529847e-01	6.0304269901e-01	2.6327543384e-05
             2086	2.1694903300e-03	6.3316140612e-02	3.3144533462e-01	6.0304271161e-01	2.6322828737e-05
             2087	2.1694909034e-03	6.3316096026e-02	3.3144537076e-01	6.0304272419e-01	2.6318115793e-05
             2088	2.1694914765e-03	6.3316051463e-02	3.3144540688e-01	6.0304273678e-01	2.6313404435e-05
             2089	2.1694920494e-03	6.3316006922e-02	3.3144544298e-01	6.0304274935e-01	2.6308694720e-05
             2090	2.1694926222e-03	6.3315962404e-02	3.3144547906e-01	6.0304276193e-01	2.6303986641e-05
             2091	2.1694931947e-03	6.3315917910e-02	3.3144551512e-01	6.0304277449e-01	2.6299280438e-05
             2092	2.1694937670e-03	6.3315873441e-02	3.3144555117e-01	6.0304278705e-01	2.6294575735e-05
             2093	2.1694943392e-03	6.3315828994e-02	3.3144558719e-01	6.0304279960e-01	2.6289872594e-05
             2094	2.1694949110e-03	6.3315784571e-02	3.3144562320e-01	6.0304281215e-01	2.6285171475e-05
             2095	2.1694954827e-03	6.3315740171e-02	3.3144565919e-01	6.0304282469e-01	2.6280471998e-05
             2096	2.1694960542e-03	6.3315695795e-02	3.3144569516e-01	6.0304283722e-01	2.6275774206e-05
             2097	2.1694966255e-03	6.3315651440e-02	3.3144573111e-01	6.0304284975e-01	2.6271077681e-05
             2098	2.1694971965e-03	6.3315607109e-02	3.3144576704e-01	6.0304286227e-01	2.6266383075e-05
             2099	2.1694977674e-03	6.3315562801e-02	3.3144580296e-01	6.0304287478e-01	2.6261689984e-05
             2100	2.1694983380e-03	6.3315518516e-02	3.3144583885e-01	6.0304288729e-01	2.6256998760e-05
             2101	2.1694989085e-03	6.3315474255e-02	3.3144587473e-01	6.0304289980e-01	2.6252309313e-05
             2102	2.1694994787e-03	6.3315430017e-02	3.3144591059e-01	6.0304291229e-01	2.6247621467e-05
             2103	2.1695000487e-03	6.3315385802e-02	3.3144594643e-01	6.0304292478e-01	2.6242935366e-05
             2104	2.1695006185e-03	6.3315341611e-02	3.3144598225e-01	6.0304293727e-01	2.6238251030e-05
             2105	2.1695011881e-03	6.3315297441e-02	3.3144601806e-01	6.0304294975e-01	2.6233568019e-05
             2106	2.1695017575e-03	6.3315253296e-02	3.3144605384e-01	6.0304296222e-01	2.6228886868e-05
             2107	2.1695023267e-03	6.3315209174e-02	3.3144608961e-01	6.0304297468e-01	2.6224207590e-05
             2108	2.1695028956e-03	6.3315165075e-02	3.3144612535e-01	6.0304298715e-01	2.6219529736e-05
             2109	2.1695034644e-03	6.3315120999e-02	3.3144616108e-01	6.0304299960e-01	2.6214853558e-05
             2110	2.1695040330e-03	6.3315076946e-02	3.3144619680e-01	6.0304301205e-01	2.6210179082e-05
             2111	2.1695046013e-03	6.3315032915e-02	3.3144623249e-01	6.0304302449e-01	2.6205506151e-05
             2112	2.1695051695e-03	6.3314988908e-02	3.3144626816e-01	6.0304303693e-01	2.6200835028e-05
             2113	2.1695057374e-03	6.3314944924e-02	3.3144630382e-01	6.0304304936e-01	2.6196165415e-05
             2114	2.1695063051e-03	6.3314900962e-02	3.3144633946e-01	6.0304306178e-01	2.6191497540e-05
             2115	2.1695068726e-03	6.3314857025e-02	3.3144637507e-01	6.0304307420e-01	2.6186831515e-05
             2116	2.1695074399e-03	6.3314813111e-02	3.3144641067e-01	6.0304308661e-01	2.6182167146e-05
             2117	2.1695080070e-03	6.3314769218e-02	3.3144644626e-01	6.0304309901e-01	2.6177504270e-05
             2118	2.1695085739e-03	6.3314725348e-02	3.3144648182e-01	6.0304311141e-01	2.6172843109e-05
             2119	2.1695091405e-03	6.3314681502e-02	3.3144651737e-01	6.0304312381e-01	2.6168183713e-05
             2120	2.1695097070e-03	6.3314637679e-02	3.3144655289e-01	6.0304313619e-01	2.6163525942e-05
             2121	2.1695102732e-03	6.3314593879e-02	3.3144658840e-01	6.0304314857e-01	2.6158869790e-05
             2122	2.1695108393e-03	6.3314550101e-02	3.3144662389e-01	6.0304316095e-01	2.6154215134e-05
             2123	2.1695114051e-03	6.3314506347e-02	3.3144665937e-01	6.0304317332e-01	2.6149562221e-05
             2124	2.1695119708e-03	6.3314462615e-02	3.3144669482e-01	6.0304318568e-01	2.6144911001e-05
             2125	2.1695125362e-03	6.3314418905e-02	3.3144673026e-01	6.0304319804e-01	2.6140261289e-05
             2126	2.1695131015e-03	6.3314375218e-02	3.3144676568e-01	6.0304321039e-01	2.6135613258e-05
             2127	2.1695136665e-03	6.3314331554e-02	3.3144680108e-01	6.0304322274e-01	2.6130967003e-05
             2128	2.1695142313e-03	6.3314287912e-02	3.3144683646e-01	6.0304323508e-01	2.6126322185e-05
             2129	2.1695147959e-03	6.3314244293e-02	3.3144687182e-01	6.0304324741e-01	2.6121679295e-05
             2130	2.1695153603e-03	6.3314200697e-02	3.3144690717e-01	6.0304325974e-01	2.6117037773e-05
             2131	2.1695159245e-03	6.3314157123e-02	3.3144694250e-01	6.0304327206e-01	2.6112398056e-05
             2132	2.1695164885e-03	6.3314113571e-02	3.3144697781e-01	6.0304328437e-01	2.6107760155e-05
             2133	2.1695170522e-03	6.3314070043e-02	3.3144701310e-01	6.0304329668e-01	2.6103123888e-05
             2134	2.1695176158e-03	6.3314026537e-02	3.3144704837e-01	6.0304330899e-01	2.6098489081e-05
             2135	2.1695181792e-03	6.3313983052e-02	3.3144708363e-01	6.0304332129e-01	2.6093855929e-05
             2136	2.1695187424e-03	6.3313939590e-02	3.3144711887e-01	6.0304333358e-01	2.6089224348e-05
             2137	2.1695193054e-03	6.3313896151e-02	3.3144715409e-01	6.0304334586e-01	2.6084594455e-05
             2138	2.1695198682e-03	6.3313852734e-02	3.3144718929e-01	6.0304335814e-01	2.6079966130e-05
             2139	2.1695204307e-03	6.3313809338e-02	3.3144722447e-01	6.0304337042e-01	2.6075339367e-05
             2140	2.1695209931e-03	6.3313765966e-02	3.3144725964e-01	6.0304338269e-01	2.6070714521e-05
             2141	2.1695215552e-03	6.3313722618e-02	3.3144729479e-01	6.0304339495e-01	2.6066091555e-05
             2142	2.1695221172e-03	6.3313679292e-02	3.3144732992e-01	6.0304340720e-01	2.6061470008e-05
             2143	2.1695226789e-03	6.3313635987e-02	3.3144736503e-01	6.0304341945e-01	2.6056850143e-05
             2144	2.1695232404e-03	6.3313592704e-02	3.3144740013e-01	6.0304343170e-01	2.6052231584e-05
             2145	2.1695238018e-03	6.3313549444e-02	3.3144743520e-01	6.0304344394e-01	2.6047615065e-05
             2146	2.1695243629e-03	6.3313506206e-02	3.3144747026e-01	6.0304345617e-01	2.6043000123e-05
             2147	2.1695249238e-03	6.3313462990e-02	3.3144750530e-01	6.0304346840e-01	2.6038386577e-05
             2148	2.1695254845e-03	6.3313419796e-02	3.3144754033e-01	6.0304348062e-01	2.6033774886e-05
             2149	2.1695260450e-03	6.3313376625e-02	3.3144757533e-01	6.0304349283e-01	2.6029164856e-05
             2150	2.1695266053e-03	6.3313333476e-02	3.3144761032e-01	6.0304350504e-01	2.6024556588e-05
             2151	2.1695271654e-03	6.3313290351e-02	3.3144764529e-01	6.0304351724e-01	2.6019949973e-05
             2152	2.1695277253e-03	6.3313247247e-02	3.3144768024e-01	6.0304352944e-01	2.6015344827e-05
             2153	2.1695282849e-03	6.3313204167e-02	3.3144771518e-01	6.0304354163e-01	2.6010741422e-05
             2154	2.1695288444e-03	6.3313161107e-02	3.3144775009e-01	6.0304355382e-01	2.6006139499e-05
             2155	2.1695294037e-03	6.3313118069e-02	3.3144778499e-01	6.0304356599e-01	2.6001539173e-05
             2156	2.1695299628e-03	6.3313075054e-02	3.3144781987e-01	6.0304357817e-01	2.5996940393e-05
             2157	2.1695305217e-03	6.3313032059e-02	3.3144785474e-01	6.0304359034e-01	2.5992343320e-05
             2158	2.1695310804e-03	6.3312989089e-02	3.3144788958e-01	6.0304360250e-01	2.5987747914e-05
             2159	2.1695316388e-03	6.3312946140e-02	3.3144792441e-01	6.0304361465e-01	2.5983154034e-05
             2160	2.1695321971e-03	6.3312903214e-02	3.3144795922e-01	6.0304362680e-01	2.5978561884e-05
             2161	2.1695327552e-03	6.3312860309e-02	3.3144799402e-01	6.0304363895e-01	2.5973971241e-05
             2162	2.1695333131e-03	6.3312817425e-02	3.3144802879e-01	6.0304365109e-01	2.5969382008e-05
             2163	2.1695338707e-03	6.3312774564e-02	3.3144806355e-01	6.0304366322e-01	2.5964794535e-05
             2164	2.1695344282e-03	6.3312731725e-02	3.3144809829e-01	6.0304367535e-01	2.5960208640e-05
             2165	2.1695349855e-03	6.3312688909e-02	3.3144813301e-01	6.0304368747e-01	2.5955624279e-05
             2166	2.1695355426e-03	6.3312646112e-02	3.3144816772e-01	6.0304369958e-01	2.5951041434e-05
             2167	2.1695360994e-03	6.3312603339e-02	3.3144820241e-01	6.0304371169e-01	2.5946460493e-05
             2168	2.1695366561e-03	6.3312560588e-02	3.3144823708e-01	6.0304372380e-01	2.5941881263e-05
             2169	2.1695372125e-03	6.3312517858e-02	3.3144827173e-01	6.0304373590e-01	2.5937303629e-05
             2170	2.1695377688e-03	6.3312475151e-02	3.3144830636e-01	6.0304374799e-01	2.5932727736e-05
             2171	2.1695383248e-03	6.3312432466e-02	3.3144834098e-01	6.0304376007e-01	2.5928153223e-05
             2172	2.1695388807e-03	6.3312389803e-02	3.3144837558e-01	6.0304377215e-01	2.5923580324e-05
             2173	2.1695394363e-03	6.3312347162e-02	3.3144841016e-01	6.0304378423e-01	2.5919009091e-05
             2174	2.1695399918e-03	6.3312304543e-02	3.3144844473e-01	6.0304379630e-01	2.5914439222e-05
             2175	2.1695405471e-03	6.3312261945e-02	3.3144847928e-01	6.0304380836e-01	2.5909871153e-05
             2176	2.1695411021e-03	6.3312219368e-02	3.3144851381e-01	6.0304382042e-01	2.5905304444e-05
             2177	2.1695416570e-03	6.3312176814e-02	3.3144854832e-01	6.0304383247e-01	2.5900739297e-05
             2178	2.1695422117e-03	6.3312134281e-02	3.3144858282e-01	6.0304384452e-01	2.5896175927e-05
             2179	2.1695427662e-03	6.3312091769e-02	3.3144861729e-01	6.0304385656e-01	2.5891613992e-05
             2180	2.1695433205e-03	6.3312049279e-02	3.3144865175e-01	6.0304386859e-01	2.5887053681e-05
             2181	2.1695438745e-03	6.3312006812e-02	3.3144868620e-01	6.0304388062e-01	2.5882495040e-05
             2182	2.1695444284e-03	6.3311964366e-02	3.3144872062e-01	6.0304389264e-01	2.5877938043e-05
             2183	2.1695449821e-03	6.3311921942e-02	3.3144875503e-01	6.0304390466e-01	2.5873382418e-05
             2184	2.1695455356e-03	6.3311879539e-02	3.3144878942e-01	6.0304391667e-01	2.5868828324e-05
             2185	2.1695460889e-03	6.3311837156e-02	3.3144882380e-01	6.0304392868e-01	2.5864275791e-05
             2186	2.1695466420e-03	6.3311794795e-02	3.3144885816e-01	6.0304394068e-01	2.5859725153e-05
             2187	2.1695471949e-03	6.3311752457e-02	3.3144889250e-01	6.0304395267e-01	2.5855175977e-05
             2188	2.1695477476e-03	6.3311710140e-02	3.3144892682e-01	6.0304396466e-01	2.5850628140e-05
             2189	2.1695483001e-03	6.3311667844e-02	3.3144896113e-01	6.0304397665e-01	2.5846082295e-05
             2190	2.1695488524e-03	6.3311625570e-02	3.3144899542e-01	6.0304398862e-01	2.5841537973e-05
             2191	2.1695494045e-03	6.3311583317e-02	3.3144902969e-01	6.0304400060e-01	2.5836995195e-05
             2192	2.1695499563e-03	6.3311541087e-02	3.3144906394e-01	6.0304401256e-01	2.5832454092e-05
             2193	2.1695505080e-03	6.3311498878e-02	3.3144909818e-01	6.0304402452e-01	2.5827914742e-05
             2194	2.1695510595e-03	6.3311456690e-02	3.3144913240e-01	6.0304403648e-01	2.5823376706e-05
             2195	2.1695516108e-03	6.3311414523e-02	3.3144916660e-01	6.0304404843e-01	2.5818840207e-05
             2196	2.1695521619e-03	6.3311372377e-02	3.3144920079e-01	6.0304406037e-01	2.5814305257e-05
             2197	2.1695527128e-03	6.3311330252e-02	3.3144923496e-01	6.0304407231e-01	2.5809771807e-05
             2198	2.1695532635e-03	6.3311288150e-02	3.3144926911e-01	6.0304408424e-01	2.5805240254e-05
             2199	2.1695538140e-03	6.3311246069e-02	3.3144930324e-01	6.0304409617e-01	2.5800710106e-05
             2200	2.1695543643e-03	6.3311204009e-02	3.3144933736e-01	6.0304410809e-01	2.5796181476e-05
             2201	2.1695549145e-03	6.3311161969e-02	3.3144937146e-01	6.0304412000e-01	2.5791654316e-05
             2202	2.1695554644e-03	6.3311119951e-02	3.3144940554e-01	6.0304413191e-01	2.5787128931e-05
             2203	2.1695560141e-03	6.3311077955e-02	3.3144943961e-01	6.0304414382e-01	2.5782605151e-05
             2204	2.1695565636e-03	6.3311035979e-02	3.3144947366e-01	6.0304415571e-01	2.5778082759e-05
             2205	2.1695571129e-03	6.3310994025e-02	3.3144950769e-01	6.0304416761e-01	2.5773562422e-05
             2206	2.1695576621e-03	6.3310952093e-02	3.3144954171e-01	6.0304417949e-01	2.5769043377e-05
             2207	2.1695582110e-03	6.3310910180e-02	3.3144957571e-01	6.0304419138e-01	2.5764525709e-05
             2208	2.1695587597e-03	6.3310868290e-02	3.3144960969e-01	6.0304420325e-01	2.5760009891e-05
             2209	2.1695593083e-03	6.3310826421e-02	3.3144964365e-01	6.0304421512e-01	2.5755495598e-05
             2210	2.1695598566e-03	6.3310784574e-02	3.3144967760e-01	6.0304422699e-01	2.5750983034e-05
             2211	2.1695604047e-03	6.3310742748e-02	3.3144971153e-01	6.0304423884e-01	2.5746471979e-05
             2212	2.1695609526e-03	6.3310700942e-02	3.3144974545e-01	6.0304425070e-01	2.5741962224e-05
             2213	2.1695615004e-03	6.3310659157e-02	3.3144977934e-01	6.0304426255e-01	2.5737454004e-05
             2214	2.1695620480e-03	6.3310617392e-02	3.3144981322e-01	6.0304427439e-01	2.5732947421e-05
             2215	2.1695625954e-03	6.3310575650e-02	3.3144984709e-01	6.0304428622e-01	2.5728442583e-05
             2216	2.1695631426e-03	6.3310533928e-02	3.3144988094e-01	6.0304429806e-01	2.5723939003e-05
             2217	2.1695636896e-03	6.3310492225e-02	3.3144991477e-01	6.0304430988e-01	2.5719437014e-05
             2218	2.1695642364e-03	6.3310450545e-02	3.3144994858e-01	6.0304432170e-01	2.5714936729e-05
             2219	2.1695647829e-03	6.3310408887e-02	3.3144998238e-01	6.0304433352e-01	2.5710438220e-05
             2220	2.1695653293e-03	6.3310367249e-02	3.3145001616e-01	6.0304434532e-01	2.5705940926e-05
             2221	2.1695658755e-03	6.3310325631e-02	3.3145004992e-01	6.0304435713e-01	2.5701445355e-05
             2222	2.1695664215e-03	6.3310284034e-02	3.3145008367e-01	6.0304436893e-01	2.5696951242e-05
             2223	2.1695669673e-03	6.3310242459e-02	3.3145011740e-01	6.0304438072e-01	2.5692458979e-05
             2224	2.1695675129e-03	6.3310200905e-02	3.3145015111e-01	6.0304439250e-01	2.5687968154e-05
             2225	2.1695680584e-03	6.3310159372e-02	3.3145018481e-01	6.0304440429e-01	2.5683478757e-05
             2226	2.1695686036e-03	6.3310117860e-02	3.3145021848e-01	6.0304441606e-01	2.5678991064e-05
             2227	2.1695691486e-03	6.3310076368e-02	3.3145025215e-01	6.0304442783e-01	2.5674504703e-05
             2228	2.1695696935e-03	6.3310034896e-02	3.3145028579e-01	6.0304443960e-01	2.5670019901e-05
             2229	2.1695702381e-03	6.3309993447e-02	3.3145031942e-01	6.0304445136e-01	2.5665536826e-05
             2230	2.1695707826e-03	6.3309952017e-02	3.3145035304e-01	6.0304446311e-01	2.5661054972e-05
             2231	2.1695713269e-03	6.3309910608e-02	3.3145038663e-01	6.0304447486e-01	2.5656574875e-05
             2232	2.1695718710e-03	6.3309869219e-02	3.3145042021e-01	6.0304448660e-01	2.5652096233e-05
             2233	2.1695724149e-03	6.3309827851e-02	3.3145045378e-01	6.0304449834e-01	2.5647619223e-05
             2234	2.1695729585e-03	6.3309786505e-02	3.3145048732e-01	6.0304451007e-01	2.5643143858e-05
             2235	2.1695735021e-03	6.3309745178e-02	3.3145052086e-01	6.0304452180e-01	2.5638669739e-05
