#  Region type : all 
#       Cells  : 2349
#       Volume : 3.7500000000e-01
#            Time	weightedVolAverage(H2)	weightedVolAverage(CO2)	weightedVolAverage(CO)	weightedVolAverage(N2)	weightedVolAverage(H2O)
            10484	2.1715821006e-03	6.3189254030e-02	3.3154953639e-01	6.0308074464e-01	8.8828348409e-06
            10485	2.1715822119e-03	6.3189248974e-02	3.3154954062e-01	6.0308074629e-01	8.8818952091e-06
            10486	2.1715823232e-03	6.3189243919e-02	3.3154954486e-01	6.0308074794e-01	8.8809558077e-06
            10487	2.1715824344e-03	6.3189238866e-02	3.3154954909e-01	6.0308074959e-01	8.8800164895e-06
            10488	2.1715825457e-03	6.3189233812e-02	3.3154955332e-01	6.0308075124e-01	8.8790772151e-06
            10489	2.1715826569e-03	6.3189228759e-02	3.3154955756e-01	6.0308075289e-01	8.8781381028e-06
            10490	2.1715827681e-03	6.3189223708e-02	3.3154956179e-01	6.0308075454e-01	8.8771990894e-06
            10491	2.1715828793e-03	6.3189218656e-02	3.3154956602e-01	6.0308075619e-01	8.8762602583e-06
            10492	2.1715829905e-03	6.3189213606e-02	3.3154957025e-01	6.0308075783e-01	8.8753214956e-06
            10493	2.1715831016e-03	6.3189208556e-02	3.3154957448e-01	6.0308075948e-01	8.8743828922e-06
            10494	2.1715832128e-03	6.3189203507e-02	3.3154957871e-01	6.0308076113e-01	8.8734443519e-06
            10495	2.1715833239e-03	6.3189198459e-02	3.3154958293e-01	6.0308076278e-01	8.8725060466e-06
            10496	2.1715834351e-03	6.3189193412e-02	3.3154958716e-01	6.0308076442e-01	8.8715677420e-06
            10497	2.1715835462e-03	6.3189188365e-02	3.3154959139e-01	6.0308076607e-01	8.8706296194e-06
            10498	2.1715836573e-03	6.3189183319e-02	3.3154959562e-01	6.0308076772e-01	8.8696917013e-06
            10499	2.1715837683e-03	6.3189178274e-02	3.3154959984e-01	6.0308076936e-01	8.8687537871e-06
            10500	2.1715838794e-03	6.3189173230e-02	3.3154960407e-01	6.0308077101e-01	8.8678160816e-06
            10501	2.1715839905e-03	6.3189168186e-02	3.3154960829e-01	6.0308077265e-01	8.8668784071e-06
            10502	2.1715841015e-03	6.3189163143e-02	3.3154961252e-01	6.0308077430e-01	8.8659409483e-06
            10503	2.1715842125e-03	6.3189158101e-02	3.3154961674e-01	6.0308077594e-01	8.8650036690e-06
            10504	2.1715843235e-03	6.3189153059e-02	3.3154962096e-01	6.0308077759e-01	8.8640663654e-06
            10505	2.1715844345e-03	6.3189148019e-02	3.3154962518e-01	6.0308077923e-01	8.8631293156e-06
            10506	2.1715845455e-03	6.3189142979e-02	3.3154962940e-01	6.0308078088e-01	8.8621922953e-06
            10507	2.1715846564e-03	6.3189137940e-02	3.3154963363e-01	6.0308078252e-01	8.8612554610e-06
            10508	2.1715847674e-03	6.3189132901e-02	3.3154963785e-01	6.0308078417e-01	8.8603187044e-06
            10509	2.1715848783e-03	6.3189127864e-02	3.3154964206e-01	6.0308078581e-01	8.8593820920e-06
            10510	2.1715849892e-03	6.3189122827e-02	3.3154964628e-01	6.0308078745e-01	8.8584455648e-06
            10511	2.1715851002e-03	6.3189117791e-02	3.3154965050e-01	6.0308078910e-01	8.8575092049e-06
            10512	2.1715852110e-03	6.3189112756e-02	3.3154965472e-01	6.0308079074e-01	8.8565730132e-06
            10513	2.1715853219e-03	6.3189107721e-02	3.3154965894e-01	6.0308079238e-01	8.8556368987e-06
            10514	2.1715854328e-03	6.3189102688e-02	3.3154966315e-01	6.0308079403e-01	8.8547008323e-06
            10515	2.1715855436e-03	6.3189097654e-02	3.3154966737e-01	6.0308079567e-01	8.8537649082e-06
            10516	2.1715856544e-03	6.3189092623e-02	3.3154967158e-01	6.0308079731e-01	8.8528291658e-06
            10517	2.1715857652e-03	6.3189087591e-02	3.3154967580e-01	6.0308079895e-01	8.8518934910e-06
            10518	2.1715858761e-03	6.3189082561e-02	3.3154968001e-01	6.0308080059e-01	8.8509578852e-06
            10519	2.1715859868e-03	6.3189077531e-02	3.3154968422e-01	6.0308080224e-01	8.8500224890e-06
            10520	2.1715860976e-03	6.3189072502e-02	3.3154968844e-01	6.0308080388e-01	8.8490872104e-06
            10521	2.1715862084e-03	6.3189067473e-02	3.3154969265e-01	6.0308080552e-01	8.8481520750e-06
            10522	2.1715863191e-03	6.3189062445e-02	3.3154969686e-01	6.0308080716e-01	8.8472170284e-06
            10523	2.1715864298e-03	6.3189057419e-02	3.3154970107e-01	6.0308080880e-01	8.8462821078e-06
            10524	2.1715865406e-03	6.3189052392e-02	3.3154970528e-01	6.0308081044e-01	8.8453472741e-06
            10525	2.1715866512e-03	6.3189047367e-02	3.3154970949e-01	6.0308081208e-01	8.8444126237e-06
            10526	2.1715867619e-03	6.3189042342e-02	3.3154971370e-01	6.0308081372e-01	8.8434780457e-06
            10527	2.1715868726e-03	6.3189037318e-02	3.3154971791e-01	6.0308081536e-01	8.8425435915e-06
            10528	2.1715869833e-03	6.3189032295e-02	3.3154972211e-01	6.0308081700e-01	8.8416092574e-06
            10529	2.1715870939e-03	6.3189027273e-02	3.3154972632e-01	6.0308081864e-01	8.8406750754e-06
            10530	2.1715872045e-03	6.3189022251e-02	3.3154973053e-01	6.0308082028e-01	8.8397410265e-06
            10531	2.1715873151e-03	6.3189017230e-02	3.3154973473e-01	6.0308082191e-01	8.8388071081e-06
            10532	2.1715874257e-03	6.3189012210e-02	3.3154973894e-01	6.0308082355e-01	8.8378732684e-06
            10533	2.1715875363e-03	6.3189007191e-02	3.3154974314e-01	6.0308082519e-01	8.8369395914e-06
            10534	2.1715876469e-03	6.3189002172e-02	3.3154974735e-01	6.0308082683e-01	8.8360059630e-06
            10535	2.1715877574e-03	6.3188997155e-02	3.3154975155e-01	6.0308082847e-01	8.8350724484e-06
            10536	2.1715878680e-03	6.3188992138e-02	3.3154975575e-01	6.0308083010e-01	8.8341390650e-06
            10537	2.1715879785e-03	6.3188987121e-02	3.3154975995e-01	6.0308083174e-01	8.8332058162e-06
            10538	2.1715880890e-03	6.3188982106e-02	3.3154976415e-01	6.0308083338e-01	8.8322726866e-06
            10539	2.1715881995e-03	6.3188977091e-02	3.3154976836e-01	6.0308083502e-01	8.8313396405e-06
            10540	2.1715883100e-03	6.3188972077e-02	3.3154977256e-01	6.0308083665e-01	8.8304067293e-06
            10541	2.1715884205e-03	6.3188967063e-02	3.3154977675e-01	6.0308083829e-01	8.8294739869e-06
            10542	2.1715885309e-03	6.3188962051e-02	3.3154978095e-01	6.0308083992e-01	8.8285413853e-06
            10543	2.1715886414e-03	6.3188957039e-02	3.3154978515e-01	6.0308084156e-01	8.8276088050e-06
            10544	2.1715887518e-03	6.3188952028e-02	3.3154978935e-01	6.0308084320e-01	8.8266764109e-06
            10545	2.1715888622e-03	6.3188947018e-02	3.3154979355e-01	6.0308084483e-01	8.8257441127e-06
            10546	2.1715889726e-03	6.3188942008e-02	3.3154979774e-01	6.0308084647e-01	8.8248119245e-06
            10547	2.1715890830e-03	6.3188936999e-02	3.3154980194e-01	6.0308084810e-01	8.8238798735e-06
            10548	2.1715891934e-03	6.3188931991e-02	3.3154980613e-01	6.0308084974e-01	8.8229478888e-06
            10549	2.1715893037e-03	6.3188926984e-02	3.3154981033e-01	6.0308085137e-01	8.8220161183e-06
            10550	2.1715894141e-03	6.3188921977e-02	3.3154981452e-01	6.0308085300e-01	8.8210844308e-06
            10551	2.1715895244e-03	6.3188916972e-02	3.3154981871e-01	6.0308085464e-01	8.8201528634e-06
            10552	2.1715896347e-03	6.3188911967e-02	3.3154982291e-01	6.0308085627e-01	8.8192214285e-06
            10553	2.1715897450e-03	6.3188906963e-02	3.3154982710e-01	6.0308085790e-01	8.8182901766e-06
            10554	2.1715898553e-03	6.3188901959e-02	3.3154983129e-01	6.0308085954e-01	8.8173589119e-06
            10555	2.1715899656e-03	6.3188896957e-02	3.3154983548e-01	6.0308086117e-01	8.8164278602e-06
            10556	2.1715900758e-03	6.3188891955e-02	3.3154983967e-01	6.0308086280e-01	8.8154968744e-06
            10557	2.1715901861e-03	6.3188886954e-02	3.3154984386e-01	6.0308086444e-01	8.8145660597e-06
            10558	2.1715902963e-03	6.3188881954e-02	3.3154984805e-01	6.0308086607e-01	8.8136353715e-06
            10559	2.1715904065e-03	6.3188876954e-02	3.3154985223e-01	6.0308086770e-01	8.8127046989e-06
            10560	2.1715905167e-03	6.3188871955e-02	3.3154985642e-01	6.0308086933e-01	8.8117741805e-06
            10561	2.1715906269e-03	6.3188866957e-02	3.3154986061e-01	6.0308087096e-01	8.8108437843e-06
            10562	2.1715907371e-03	6.3188861960e-02	3.3154986480e-01	6.0308087259e-01	8.8099134885e-06
            10563	2.1715908472e-03	6.3188856963e-02	3.3154986898e-01	6.0308087423e-01	8.8089833820e-06
            10564	2.1715909574e-03	6.3188851968e-02	3.3154987317e-01	6.0308087586e-01	8.8080534116e-06
            10565	2.1715910675e-03	6.3188846973e-02	3.3154987735e-01	6.0308087749e-01	8.8071234558e-06
            10566	2.1715911776e-03	6.3188841979e-02	3.3154988153e-01	6.0308087912e-01	8.8061936495e-06
            10567	2.1715912877e-03	6.3188836985e-02	3.3154988572e-01	6.0308088075e-01	8.8052639307e-06
            10568	2.1715913978e-03	6.3188831992e-02	3.3154988990e-01	6.0308088238e-01	8.8043342945e-06
            10569	2.1715915079e-03	6.3188827000e-02	3.3154989408e-01	6.0308088401e-01	8.8034048153e-06
            10570	2.1715916180e-03	6.3188822009e-02	3.3154989826e-01	6.0308088564e-01	8.8024754455e-06
            10571	2.1715917280e-03	6.3188817019e-02	3.3154990244e-01	6.0308088727e-01	8.8015462261e-06
            10572	2.1715918381e-03	6.3188812028e-02	3.3154990662e-01	6.0308088889e-01	8.8006170540e-06
            10573	2.1715919481e-03	6.3188807039e-02	3.3154991080e-01	6.0308089052e-01	8.7996881068e-06
            10574	2.1715920581e-03	6.3188802051e-02	3.3154991498e-01	6.0308089215e-01	8.7987592400e-06
            10575	2.1715921681e-03	6.3188797063e-02	3.3154991916e-01	6.0308089378e-01	8.7978304920e-06
            10576	2.1715922781e-03	6.3188792077e-02	3.3154992334e-01	6.0308089541e-01	8.7969018251e-06
            10577	2.1715923881e-03	6.3188787090e-02	3.3154992751e-01	6.0308089704e-01	8.7959732576e-06
            10578	2.1715924980e-03	6.3188782105e-02	3.3154993169e-01	6.0308089866e-01	8.7950448325e-06
            10579	2.1715926080e-03	6.3188777120e-02	3.3154993586e-01	6.0308090029e-01	8.7941164651e-06
            10580	2.1715927179e-03	6.3188772137e-02	3.3154994004e-01	6.0308090192e-01	8.7931883570e-06
            10581	2.1715928278e-03	6.3188767154e-02	3.3154994421e-01	6.0308090354e-01	8.7922603806e-06
            10582	2.1715929377e-03	6.3188762172e-02	3.3154994839e-01	6.0308090517e-01	8.7913324546e-06
            10583	2.1715930476e-03	6.3188757190e-02	3.3154995256e-01	6.0308090680e-01	8.7904045523e-06
            10584	2.1715931575e-03	6.3188752209e-02	3.3154995673e-01	6.0308090842e-01	8.7894768370e-06
            10585	2.1715932673e-03	6.3188747229e-02	3.3154996090e-01	6.0308091005e-01	8.7885492516e-06
            10586	2.1715933772e-03	6.3188742249e-02	3.3154996508e-01	6.0308091168e-01	8.7876217619e-06
            10587	2.1715934870e-03	6.3188737271e-02	3.3154996925e-01	6.0308091330e-01	8.7866944146e-06
            10588	2.1715935968e-03	6.3188732293e-02	3.3154997342e-01	6.0308091493e-01	8.7857672042e-06
            10589	2.1715937066e-03	6.3188727316e-02	3.3154997759e-01	6.0308091655e-01	8.7848400982e-06
            10590	2.1715938164e-03	6.3188722339e-02	3.3154998175e-01	6.0308091818e-01	8.7839130855e-06
            10591	2.1715939262e-03	6.3188717364e-02	3.3154998592e-01	6.0308091980e-01	8.7829862490e-06
            10592	2.1715940359e-03	6.3188712389e-02	3.3154999009e-01	6.0308092143e-01	8.7820594676e-06
            10593	2.1715941457e-03	6.3188707415e-02	3.3154999426e-01	6.0308092305e-01	8.7811328730e-06
            10594	2.1715942554e-03	6.3188702441e-02	3.3154999842e-01	6.0308092467e-01	8.7802063151e-06
            10595	2.1715943651e-03	6.3188697469e-02	3.3155000259e-01	6.0308092630e-01	8.7792798618e-06
            10596	2.1715944748e-03	6.3188692497e-02	3.3155000675e-01	6.0308092792e-01	8.7783536440e-06
            10597	2.1715945845e-03	6.3188687526e-02	3.3155001092e-01	6.0308092954e-01	8.7774275141e-06
            10598	2.1715946942e-03	6.3188682556e-02	3.3155001508e-01	6.0308093117e-01	8.7765015256e-06
            10599	2.1715948038e-03	6.3188677586e-02	3.3155001925e-01	6.0308093279e-01	8.7755755847e-06
            10600	2.1715949135e-03	6.3188672617e-02	3.3155002341e-01	6.0308093441e-01	8.7746498157e-06
            10601	2.1715950231e-03	6.3188667649e-02	3.3155002757e-01	6.0308093603e-01	8.7737241661e-06
            10602	2.1715951327e-03	6.3188662682e-02	3.3155003173e-01	6.0308093766e-01	8.7727985432e-06
            10603	2.1715952423e-03	6.3188657715e-02	3.3155003589e-01	6.0308093928e-01	8.7718731139e-06
            10604	2.1715953519e-03	6.3188652749e-02	3.3155004005e-01	6.0308094090e-01	8.7709478036e-06
            10605	2.1715954615e-03	6.3188647784e-02	3.3155004421e-01	6.0308094252e-01	8.7700225125e-06
            10606	2.1715955710e-03	6.3188642820e-02	3.3155004837e-01	6.0308094414e-01	8.7690974194e-06
            10607	2.1715956806e-03	6.3188637856e-02	3.3155005253e-01	6.0308094576e-01	8.7681723822e-06
            10608	2.1715957901e-03	6.3188632893e-02	3.3155005669e-01	6.0308094738e-01	8.7672475212e-06
            10609	2.1715958996e-03	6.3188627930e-02	3.3155006084e-01	6.0308094900e-01	8.7663226915e-06
            10610	2.1715960091e-03	6.3188622969e-02	3.3155006500e-01	6.0308095062e-01	8.7653980485e-06
            10611	2.1715961186e-03	6.3188618008e-02	3.3155006916e-01	6.0308095224e-01	8.7644734938e-06
            10612	2.1715962281e-03	6.3188613048e-02	3.3155007331e-01	6.0308095386e-01	8.7635491171e-06
            10613	2.1715963375e-03	6.3188608088e-02	3.3155007747e-01	6.0308095548e-01	8.7626247709e-06
            10614	2.1715964470e-03	6.3188603129e-02	3.3155008162e-01	6.0308095710e-01	8.7617006249e-06
            10615	2.1715965564e-03	6.3188598171e-02	3.3155008577e-01	6.0308095872e-01	8.7607766388e-06
            10616	2.1715966658e-03	6.3188593214e-02	3.3155008993e-01	6.0308096034e-01	8.7598527517e-06
            10617	2.1715967752e-03	6.3188588258e-02	3.3155009408e-01	6.0308096196e-01	8.7589289456e-06
            10618	2.1715968846e-03	6.3188583302e-02	3.3155009823e-01	6.0308096358e-01	8.7580052508e-06
            10619	2.1715969940e-03	6.3188578347e-02	3.3155010238e-01	6.0308096519e-01	8.7570817058e-06
            10620	2.1715971034e-03	6.3188573393e-02	3.3155010653e-01	6.0308096681e-01	8.7561582542e-06
            10621	2.1715972127e-03	6.3188568439e-02	3.3155011068e-01	6.0308096843e-01	8.7552348457e-06
            10622	2.1715973221e-03	6.3188563487e-02	3.3155011483e-01	6.0308097005e-01	8.7543116614e-06
            10623	2.1715974314e-03	6.3188558535e-02	3.3155011898e-01	6.0308097166e-01	8.7533885184e-06
            10624	2.1715975407e-03	6.3188553583e-02	3.3155012313e-01	6.0308097328e-01	8.7524655135e-06
            10625	2.1715976500e-03	6.3188548632e-02	3.3155012728e-01	6.0308097490e-01	8.7515426278e-06
            10626	2.1715977592e-03	6.3188543683e-02	3.3155013142e-01	6.0308097652e-01	8.7506199342e-06
            10627	2.1715978685e-03	6.3188538734e-02	3.3155013557e-01	6.0308097813e-01	8.7496973227e-06
            10628	2.1715979777e-03	6.3188533786e-02	3.3155013971e-01	6.0308097975e-01	8.7487748383e-06
            10629	2.1715980870e-03	6.3188528838e-02	3.3155014386e-01	6.0308098136e-01	8.7478524691e-06
            10630	2.1715981962e-03	6.3188523892e-02	3.3155014800e-01	6.0308098298e-01	8.7469301842e-06
            10631	2.1715983054e-03	6.3188518945e-02	3.3155015215e-01	6.0308098459e-01	8.7460079532e-06
            10632	2.1715984146e-03	6.3188514000e-02	3.3155015629e-01	6.0308098621e-01	8.7450860050e-06
            10633	2.1715985238e-03	6.3188509055e-02	3.3155016043e-01	6.0308098782e-01	8.7441640863e-06
            10634	2.1715986329e-03	6.3188504111e-02	3.3155016457e-01	6.0308098944e-01	8.7432423177e-06
            10635	2.1715987421e-03	6.3188499168e-02	3.3155016872e-01	6.0308099105e-01	8.7423206439e-06
            10636	2.1715988512e-03	6.3188494226e-02	3.3155017286e-01	6.0308099267e-01	8.7413991224e-06
            10637	2.1715989603e-03	6.3188489284e-02	3.3155017700e-01	6.0308099428e-01	8.7404777383e-06
            10638	2.1715990694e-03	6.3188484343e-02	3.3155018114e-01	6.0308099589e-01	8.7395563972e-06
            10639	2.1715991785e-03	6.3188479403e-02	3.3155018527e-01	6.0308099751e-01	8.7386351862e-06
            10640	2.1715992876e-03	6.3188474463e-02	3.3155018941e-01	6.0308099912e-01	8.7377141323e-06
            10641	2.1715993967e-03	6.3188469524e-02	3.3155019355e-01	6.0308100073e-01	8.7367931614e-06
            10642	2.1715995057e-03	6.3188464586e-02	3.3155019769e-01	6.0308100235e-01	8.7358723031e-06
            10643	2.1715996148e-03	6.3188459649e-02	3.3155020182e-01	6.0308100396e-01	8.7349515235e-06
            10644	2.1715997238e-03	6.3188454712e-02	3.3155020596e-01	6.0308100557e-01	8.7340309807e-06
            10645	2.1715998328e-03	6.3188449776e-02	3.3155021010e-01	6.0308100718e-01	8.7331104611e-06
            10646	2.1715999418e-03	6.3188444841e-02	3.3155021423e-01	6.0308100880e-01	8.7321901144e-06
            10647	2.1716000508e-03	6.3188439907e-02	3.3155021836e-01	6.0308101041e-01	8.7312698685e-06
            10648	2.1716001597e-03	6.3188434973e-02	3.3155022250e-01	6.0308101202e-01	8.7303497250e-06
            10649	2.1716002687e-03	6.3188430040e-02	3.3155022663e-01	6.0308101363e-01	8.7294296722e-06
            10650	2.1716003776e-03	6.3188425108e-02	3.3155023076e-01	6.0308101524e-01	8.7285098101e-06
            10651	2.1716004866e-03	6.3188420176e-02	3.3155023489e-01	6.0308101685e-01	8.7275900455e-06
            10652	2.1716005955e-03	6.3188415245e-02	3.3155023903e-01	6.0308101846e-01	8.7266704093e-06
            10653	2.1716007044e-03	6.3188410315e-02	3.3155024316e-01	6.0308102007e-01	8.7257509359e-06
            10654	2.1716008132e-03	6.3188405386e-02	3.3155024729e-01	6.0308102168e-01	8.7248314980e-06
            10655	2.1716009221e-03	6.3188400457e-02	3.3155025141e-01	6.0308102329e-01	8.7239122381e-06
            10656	2.1716010309e-03	6.3188395529e-02	3.3155025554e-01	6.0308102490e-01	8.7229930560e-06
            10657	2.1716011398e-03	6.3188390602e-02	3.3155025967e-01	6.0308102651e-01	8.7220740172e-06
            10658	2.1716012486e-03	6.3188385676e-02	3.3155026380e-01	6.0308102812e-01	8.7211549835e-06
            10659	2.1716013574e-03	6.3188380750e-02	3.3155026793e-01	6.0308102973e-01	8.7202361376e-06
            10660	2.1716014662e-03	6.3188375825e-02	3.3155027205e-01	6.0308103134e-01	8.7193174858e-06
            10661	2.1716015750e-03	6.3188370901e-02	3.3155027618e-01	6.0308103295e-01	8.7183988866e-06
            10662	2.1716016838e-03	6.3188365978e-02	3.3155028030e-01	6.0308103456e-01	8.7174804954e-06
            10663	2.1716017925e-03	6.3188361054e-02	3.3155028443e-01	6.0308103616e-01	8.7165620546e-06
            10664	2.1716019013e-03	6.3188356132e-02	3.3155028855e-01	6.0308103777e-01	8.7156438394e-06
            10665	2.1716020100e-03	6.3188351211e-02	3.3155029267e-01	6.0308103938e-01	8.7147257335e-06
            10666	2.1716021187e-03	6.3188346290e-02	3.3155029680e-01	6.0308104099e-01	8.7138077259e-06
            10667	2.1716022274e-03	6.3188341370e-02	3.3155030092e-01	6.0308104259e-01	8.7128898382e-06
            10668	2.1716023361e-03	6.3188336451e-02	3.3155030504e-01	6.0308104420e-01	8.7119720043e-06
            10669	2.1716024448e-03	6.3188331533e-02	3.3155030916e-01	6.0308104581e-01	8.7110543607e-06
            10670	2.1716025534e-03	6.3188326615e-02	3.3155031328e-01	6.0308104741e-01	8.7101368222e-06
            10671	2.1716026620e-03	6.3188321699e-02	3.3155031740e-01	6.0308104902e-01	8.7092194958e-06
            10672	2.1716027707e-03	6.3188316783e-02	3.3155032152e-01	6.0308105063e-01	8.7083021612e-06
            10673	2.1716028793e-03	6.3188311867e-02	3.3155032564e-01	6.0308105223e-01	8.7073849418e-06
            10674	2.1716029879e-03	6.3188306952e-02	3.3155032975e-01	6.0308105384e-01	8.7064678708e-06
            10675	2.1716030965e-03	6.3188302038e-02	3.3155033387e-01	6.0308105544e-01	8.7055508988e-06
            10676	2.1716032051e-03	6.3188297125e-02	3.3155033799e-01	6.0308105705e-01	8.7046340772e-06
            10677	2.1716033136e-03	6.3188292212e-02	3.3155034210e-01	6.0308105865e-01	8.7037174106e-06
            10678	2.1716034222e-03	6.3188287301e-02	3.3155034622e-01	6.0308106026e-01	8.7028008549e-06
            10679	2.1716035307e-03	6.3188282390e-02	3.3155035033e-01	6.0308106186e-01	8.7018843145e-06
            10680	2.1716036392e-03	6.3188277479e-02	3.3155035445e-01	6.0308106347e-01	8.7009679488e-06
            10681	2.1716037477e-03	6.3188272570e-02	3.3155035856e-01	6.0308106507e-01	8.7000516850e-06
            10682	2.1716038562e-03	6.3188267661e-02	3.3155036267e-01	6.0308106667e-01	8.6991355574e-06
            10683	2.1716039647e-03	6.3188262752e-02	3.3155036679e-01	6.0308106828e-01	8.6982194756e-06
            10684	2.1716040731e-03	6.3188257845e-02	3.3155037090e-01	6.0308106988e-01	8.6973036520e-06
            10685	2.1716041816e-03	6.3188252939e-02	3.3155037501e-01	6.0308107148e-01	8.6963878872e-06
            10686	2.1716042900e-03	6.3188248033e-02	3.3155037912e-01	6.0308107309e-01	8.6954722180e-06
            10687	2.1716043984e-03	6.3188243128e-02	3.3155038323e-01	6.0308107469e-01	8.6945566942e-06
            10688	2.1716045068e-03	6.3188238223e-02	3.3155038734e-01	6.0308107629e-01	8.6936412514e-06
            10689	2.1716046152e-03	6.3188233320e-02	3.3155039145e-01	6.0308107789e-01	8.6927259504e-06
            10690	2.1716047236e-03	6.3188228417e-02	3.3155039555e-01	6.0308107949e-01	8.6918107646e-06
            10691	2.1716048320e-03	6.3188223514e-02	3.3155039966e-01	6.0308108110e-01	8.6908956528e-06
            10692	2.1716049403e-03	6.3188218613e-02	3.3155040377e-01	6.0308108270e-01	8.6899807447e-06
            10693	2.1716050487e-03	6.3188213712e-02	3.3155040787e-01	6.0308108430e-01	8.6890658495e-06
            10694	2.1716051570e-03	6.3188208811e-02	3.3155041198e-01	6.0308108590e-01	8.6881511026e-06
            10695	2.1716052653e-03	6.3188203912e-02	3.3155041609e-01	6.0308108750e-01	8.6872364857e-06
            10696	2.1716053736e-03	6.3188199013e-02	3.3155042019e-01	6.0308108910e-01	8.6863219917e-06
            10697	2.1716054819e-03	6.3188194115e-02	3.3155042429e-01	6.0308109070e-01	8.6854076317e-06
            10698	2.1716055901e-03	6.3188189218e-02	3.3155042840e-01	6.0308109230e-01	8.6844933682e-06
            10699	2.1716056984e-03	6.3188184321e-02	3.3155043250e-01	6.0308109390e-01	8.6835791677e-06
            10700	2.1716058066e-03	6.3188179425e-02	3.3155043660e-01	6.0308109550e-01	8.6826651795e-06
            10701	2.1716059149e-03	6.3188174530e-02	3.3155044070e-01	6.0308109710e-01	8.6817512066e-06
            10702	2.1716060231e-03	6.3188169635e-02	3.3155044480e-01	6.0308109870e-01	8.6808373660e-06
            10703	2.1716061313e-03	6.3188164742e-02	3.3155044890e-01	6.0308110030e-01	8.6799236602e-06
            10704	2.1716062395e-03	6.3188159849e-02	3.3155045300e-01	6.0308110190e-01	8.6790100561e-06
            10705	2.1716063477e-03	6.3188154956e-02	3.3155045710e-01	6.0308110350e-01	8.6780965128e-06
            10706	2.1716064558e-03	6.3188150065e-02	3.3155046120e-01	6.0308110509e-01	8.6771831617e-06
            10707	2.1716065640e-03	6.3188145174e-02	3.3155046530e-01	6.0308110669e-01	8.6762699220e-06
            10708	2.1716066721e-03	6.3188140284e-02	3.3155046940e-01	6.0308110829e-01	8.6753567807e-06
            10709	2.1716067802e-03	6.3188135395e-02	3.3155047349e-01	6.0308110989e-01	8.6744437509e-06
            10710	2.1716068883e-03	6.3188130506e-02	3.3155047759e-01	6.0308111149e-01	8.6735307888e-06
            10711	2.1716069964e-03	6.3188125618e-02	3.3155048168e-01	6.0308111308e-01	8.6726179744e-06
            10712	2.1716071045e-03	6.3188120731e-02	3.3155048578e-01	6.0308111468e-01	8.6717052782e-06
            10713	2.1716072126e-03	6.3188115844e-02	3.3155048987e-01	6.0308111628e-01	8.6707927261e-06
            10714	2.1716073206e-03	6.3188110958e-02	3.3155049397e-01	6.0308111787e-01	8.6698802560e-06
            10715	2.1716074287e-03	6.3188106073e-02	3.3155049806e-01	6.0308111947e-01	8.6689679214e-06
            10716	2.1716075367e-03	6.3188101189e-02	3.3155050215e-01	6.0308112107e-01	8.6680556720e-06
            10717	2.1716076447e-03	6.3188096305e-02	3.3155050625e-01	6.0308112266e-01	8.6671436068e-06
            10718	2.1716077527e-03	6.3188091422e-02	3.3155051034e-01	6.0308112426e-01	8.6662315773e-06
            10719	2.1716078607e-03	6.3188086540e-02	3.3155051443e-01	6.0308112585e-01	8.6653196824e-06
            10720	2.1716079687e-03	6.3188081659e-02	3.3155051852e-01	6.0308112745e-01	8.6644079241e-06
            10721	2.1716080766e-03	6.3188076778e-02	3.3155052261e-01	6.0308112904e-01	8.6634962511e-06
            10722	2.1716081846e-03	6.3188071898e-02	3.3155052670e-01	6.0308113064e-01	8.6625846677e-06
            10723	2.1716082925e-03	6.3188067019e-02	3.3155053078e-01	6.0308113223e-01	8.6616731833e-06
            10724	2.1716084004e-03	6.3188062140e-02	3.3155053487e-01	6.0308113383e-01	8.6607619123e-06
            10725	2.1716085083e-03	6.3188057262e-02	3.3155053896e-01	6.0308113542e-01	8.6598507083e-06
            10726	2.1716086162e-03	6.3188052385e-02	3.3155054305e-01	6.0308113701e-01	8.6589395768e-06
            10727	2.1716087241e-03	6.3188047508e-02	3.3155054713e-01	6.0308113861e-01	8.6580286131e-06
            10728	2.1716088320e-03	6.3188042633e-02	3.3155055122e-01	6.0308114020e-01	8.6571177517e-06
            10729	2.1716089398e-03	6.3188037758e-02	3.3155055530e-01	6.0308114179e-01	8.6562069812e-06
            10730	2.1716090476e-03	6.3188032884e-02	3.3155055939e-01	6.0308114339e-01	8.6552963761e-06
            10731	2.1716091555e-03	6.3188028010e-02	3.3155056347e-01	6.0308114498e-01	8.6543858695e-06
            10732	2.1716092633e-03	6.3188023137e-02	3.3155056755e-01	6.0308114657e-01	8.6534754131e-06
            10733	2.1716093711e-03	6.3188018265e-02	3.3155057163e-01	6.0308114816e-01	8.6525650974e-06
            10734	2.1716094789e-03	6.3188013394e-02	3.3155057572e-01	6.0308114976e-01	8.6516549221e-06
            10735	2.1716095866e-03	6.3188008523e-02	3.3155057980e-01	6.0308115135e-01	8.6507448467e-06
            10736	2.1716096944e-03	6.3188003653e-02	3.3155058388e-01	6.0308115294e-01	8.6498348886e-06
            10737	2.1716098021e-03	6.3187998784e-02	3.3155058796e-01	6.0308115453e-01	8.6489250385e-06
            10738	2.1716099099e-03	6.3187993916e-02	3.3155059204e-01	6.0308115612e-01	8.6480153349e-06
            10739	2.1716100176e-03	6.3187989048e-02	3.3155059612e-01	6.0308115771e-01	8.6471057359e-06
            10740	2.1716101253e-03	6.3187984181e-02	3.3155060019e-01	6.0308115930e-01	8.6461962069e-06
