#  Region type : all 
#       Cells  : 2349
#       Volume : 3.7500000000e-01
#            Time	weightedVolAverage(CO2)	weightedVolAverage(CO)	weightedVolAverage(N2)
             7729	8.6552316196e-05	3.9993234321e-01	5.9998110448e-01
             7730	8.6539112470e-05	3.9993235353e-01	5.9998110736e-01
             7731	8.6525910376e-05	3.9993236385e-01	5.9998111024e-01
             7732	8.6512709850e-05	3.9993237417e-01	5.9998111312e-01
             7733	8.6499511037e-05	3.9993238449e-01	5.9998111600e-01
             7734	8.6486313863e-05	3.9993239480e-01	5.9998111888e-01
             7735	8.6473119173e-05	3.9993240512e-01	5.9998112176e-01
             7736	8.6459926465e-05	3.9993241543e-01	5.9998112464e-01
             7737	8.6446735632e-05	3.9993242574e-01	5.9998112752e-01
             7738	8.6433546480e-05	3.9993243605e-01	5.9998113040e-01
             7739	8.6420359911e-05	3.9993244636e-01	5.9998113328e-01
             7740	8.6407174012e-05	3.9993245667e-01	5.9998113616e-01
             7741	8.6393990312e-05	3.9993246697e-01	5.9998113904e-01
             7742	8.6380808407e-05	3.9993247728e-01	5.9998114192e-01
             7743	8.6367628284e-05	3.9993248758e-01	5.9998114479e-01
             7744	8.6354450471e-05	3.9993249788e-01	5.9998114767e-01
             7745	8.6341273789e-05	3.9993250818e-01	5.9998115055e-01
             7746	8.6328099266e-05	3.9993251848e-01	5.9998115342e-01
             7747	8.6314927115e-05	3.9993252878e-01	5.9998115630e-01
             7748	8.6301755654e-05	3.9993253907e-01	5.9998115917e-01
             7749	8.6288586892e-05	3.9993254937e-01	5.9998116205e-01
             7750	8.6275419548e-05	3.9993255966e-01	5.9998116492e-01
             7751	8.6262254637e-05	3.9993256995e-01	5.9998116780e-01
             7752	8.6249090649e-05	3.9993258024e-01	5.9998117067e-01
             7753	8.6235929217e-05	3.9993259053e-01	5.9998117354e-01
             7754	8.6222769306e-05	3.9993260082e-01	5.9998117641e-01
             7755	8.6209611271e-05	3.9993261110e-01	5.9998117929e-01
             7756	8.6196454407e-05	3.9993262139e-01	5.9998118216e-01
             7757	8.6183300137e-05	3.9993263167e-01	5.9998118503e-01
             7758	8.6170147165e-05	3.9993264195e-01	5.9998118790e-01
             7759	8.6156996553e-05	3.9993265223e-01	5.9998119077e-01
             7760	8.6143847583e-05	3.9993266251e-01	5.9998119364e-01
             7761	8.6130699967e-05	3.9993267279e-01	5.9998119651e-01
             7762	8.6117554185e-05	3.9993268306e-01	5.9998119938e-01
             7763	8.6104410488e-05	3.9993269334e-01	5.9998120225e-01
             7764	8.6091267860e-05	3.9993270361e-01	5.9998120512e-01
             7765	8.6078128829e-05	3.9993271388e-01	5.9998120799e-01
             7766	8.6064990670e-05	3.9993272415e-01	5.9998121086e-01
             7767	8.6051855160e-05	3.9993273442e-01	5.9998121373e-01
             7768	8.6038720341e-05	3.9993274469e-01	5.9998121659e-01
             7769	8.6025588212e-05	3.9993275495e-01	5.9998121946e-01
             7770	8.6012457423e-05	3.9993276522e-01	5.9998122233e-01
             7771	8.5999311901e-05	3.9993277550e-01	5.9998122519e-01
             7772	8.5984533034e-05	3.9993278727e-01	5.9998122819e-01
             7773	8.5969615579e-05	3.9993279911e-01	5.9998123127e-01
             7774	8.5954617591e-05	3.9993281098e-01	5.9998123440e-01
             7775	8.5939565287e-05	3.9993282287e-01	5.9998123757e-01
             7776	8.5924471562e-05	3.9993283477e-01	5.9998124076e-01
             7777	8.5909348814e-05	3.9993284669e-01	5.9998124396e-01
             7778	8.5894202057e-05	3.9993285861e-01	5.9998124718e-01
             7779	8.5879034663e-05	3.9993287055e-01	5.9998125041e-01
             7780	8.5863851629e-05	3.9993288249e-01	5.9998125365e-01
             7781	8.5848654504e-05	3.9993289445e-01	5.9998125690e-01
             7782	8.5833444856e-05	3.9993290640e-01	5.9998126015e-01
             7783	8.5818224305e-05	3.9993291837e-01	5.9998126341e-01
             7784	8.5802994072e-05	3.9993293033e-01	5.9998126667e-01
             7785	8.5787755205e-05	3.9993294231e-01	5.9998126994e-01
             7786	8.5772507279e-05	3.9993295428e-01	5.9998127321e-01
             7787	8.5757253483e-05	3.9993296626e-01	5.9998127648e-01
             7788	8.5741992225e-05	3.9993297825e-01	5.9998127976e-01
             7789	8.5726724816e-05	3.9993299024e-01	5.9998128304e-01
             7790	8.5711451467e-05	3.9993300223e-01	5.9998128632e-01
             7791	8.5696172794e-05	3.9993301422e-01	5.9998128960e-01
             7792	8.5680888834e-05	3.9993302622e-01	5.9998129289e-01
             7793	8.5665600854e-05	3.9993303822e-01	5.9998129618e-01
             7794	8.5650308317e-05	3.9993305023e-01	5.9998129947e-01
             7795	8.5635011729e-05	3.9993306223e-01	5.9998130276e-01
             7796	8.5619712517e-05	3.9993307424e-01	5.9998130605e-01
             7797	8.5604409380e-05	3.9993308624e-01	5.9998130935e-01
             7798	8.5589104716e-05	3.9993309825e-01	5.9998131264e-01
             7799	8.5573798261e-05	3.9993311026e-01	5.9998131594e-01
             7800	8.5558490390e-05	3.9993312227e-01	5.9998131924e-01
             7801	8.5543182592e-05	3.9993313428e-01	5.9998132254e-01
             7802	8.5527874652e-05	3.9993314628e-01	5.9998132584e-01
             7803	8.5512568700e-05	3.9993315828e-01	5.9998132915e-01
             7804	8.5497263732e-05	3.9993317028e-01	5.9998133245e-01
             7805	8.5481961522e-05	3.9993318228e-01	5.9998133576e-01
             7806	8.5466663588e-05	3.9993319427e-01	5.9998133907e-01
             7807	8.5451370574e-05	3.9993320626e-01	5.9998134237e-01
             7808	8.5436083571e-05	3.9993321824e-01	5.9998134568e-01
             7809	8.5420803543e-05	3.9993323021e-01	5.9998134899e-01
             7810	8.5405532473e-05	3.9993324217e-01	5.9998135230e-01
             7811	8.5390270164e-05	3.9993325412e-01	5.9998135561e-01
             7812	8.5375020426e-05	3.9993326607e-01	5.9998135891e-01
             7813	8.5359781399e-05	3.9993327800e-01	5.9998136222e-01
             7814	8.5344555831e-05	3.9993328991e-01	5.9998136553e-01
             7815	8.5329345178e-05	3.9993330182e-01	5.9998136884e-01
             7816	8.5314151018e-05	3.9993331371e-01	5.9998137214e-01
             7817	8.5298974573e-05	3.9993332558e-01	5.9998137545e-01
             7818	8.5283815565e-05	3.9993333743e-01	5.9998137875e-01
             7819	8.5268677188e-05	3.9993334927e-01	5.9998138205e-01
             7820	8.5253560614e-05	3.9993336109e-01	5.9998138535e-01
             7821	8.5238466131e-05	3.9993337289e-01	5.9998138865e-01
             7822	8.5223395704e-05	3.9993338466e-01	5.9998139194e-01
             7823	8.5208349080e-05	3.9993339642e-01	5.9998139523e-01
             7824	8.5193328759e-05	3.9993340815e-01	5.9998139852e-01
             7825	8.5178335966e-05	3.9993341986e-01	5.9998140180e-01
             7826	8.5163370882e-05	3.9993343155e-01	5.9998140508e-01
             7827	8.5148434461e-05	3.9993344321e-01	5.9998140836e-01
             7828	8.5133527204e-05	3.9993345484e-01	5.9998141163e-01
             7829	8.5118650709e-05	3.9993346645e-01	5.9998141490e-01
             7830	8.5103805472e-05	3.9993347804e-01	5.9998141816e-01
             7831	8.5088992472e-05	3.9993348959e-01	5.9998142141e-01
             7832	8.5074210507e-05	3.9993350112e-01	5.9998142467e-01
             7833	8.5059463309e-05	3.9993351262e-01	5.9998142791e-01
             7834	8.5044748450e-05	3.9993352410e-01	5.9998143115e-01
             7835	8.5030067482e-05	3.9993353554e-01	5.9998143439e-01
             7836	8.5015420352e-05	3.9993354696e-01	5.9998143762e-01
             7837	8.5000807120e-05	3.9993355835e-01	5.9998144084e-01
             7838	8.4986228757e-05	3.9993356972e-01	5.9998144405e-01
             7839	8.4971684126e-05	3.9993358105e-01	5.9998144726e-01
             7840	8.4957174179e-05	3.9993359236e-01	5.9998145047e-01
             7841	8.4942698168e-05	3.9993360364e-01	5.9998145366e-01
             7842	8.4928256796e-05	3.9993361489e-01	5.9998145685e-01
             7843	8.4913849494e-05	3.9993362612e-01	5.9998146003e-01
             7844	8.4899475308e-05	3.9993363732e-01	5.9998146321e-01
             7845	8.4885135545e-05	3.9993364849e-01	5.9998146638e-01
             7846	8.4870828262e-05	3.9993365963e-01	5.9998146954e-01
             7847	8.4856553970e-05	3.9993367075e-01	5.9998147269e-01
             7848	8.4842312664e-05	3.9993368185e-01	5.9998147584e-01
             7849	8.4828102941e-05	3.9993369291e-01	5.9998147898e-01
             7850	8.4813925483e-05	3.9993370396e-01	5.9998148212e-01
             7851	8.4799778816e-05	3.9993371498e-01	5.9998148524e-01
             7852	8.4785662618e-05	3.9993372597e-01	5.9998148836e-01
             7853	8.4771576515e-05	3.9993373695e-01	5.9998149148e-01
             7854	8.4757519600e-05	3.9993374790e-01	5.9998149458e-01
             7855	8.4743492715e-05	3.9993375882e-01	5.9998149768e-01
             7856	8.4729493247e-05	3.9993376973e-01	5.9998150078e-01
             7857	8.4715521527e-05	3.9993378061e-01	5.9998150386e-01
             7858	8.4701576674e-05	3.9993379148e-01	5.9998150695e-01
             7859	8.4687658475e-05	3.9993380232e-01	5.9998151002e-01
             7860	8.4673766840e-05	3.9993381315e-01	5.9998151309e-01
             7861	8.4659898589e-05	3.9993382395e-01	5.9998151615e-01
             7862	8.4646055602e-05	3.9993383474e-01	5.9998151921e-01
             7863	8.4632235896e-05	3.9993384551e-01	5.9998152226e-01
             7864	8.4618439614e-05	3.9993385626e-01	5.9998152530e-01
             7865	8.4604666477e-05	3.9993386699e-01	5.9998152834e-01
             7866	8.4590913775e-05	3.9993387771e-01	5.9998153137e-01
             7867	8.4577183335e-05	3.9993388842e-01	5.9998153440e-01
             7868	8.4563473614e-05	3.9993389910e-01	5.9998153742e-01
             7869	8.4549783168e-05	3.9993390978e-01	5.9998154044e-01
             7870	8.4536112094e-05	3.9993392043e-01	5.9998154345e-01
             7871	8.4522459797e-05	3.9993393108e-01	5.9998154646e-01
             7872	8.4508825566e-05	3.9993394171e-01	5.9998154947e-01
             7873	8.4495208680e-05	3.9993395233e-01	5.9998155246e-01
             7874	8.4481609894e-05	3.9993396293e-01	5.9998155546e-01
             7875	8.4468025593e-05	3.9993397353e-01	5.9998155845e-01
             7876	8.4454458800e-05	3.9993398411e-01	5.9998156143e-01
             7877	8.4440906134e-05	3.9993399468e-01	5.9998156442e-01
             7878	8.4427368530e-05	3.9993400524e-01	5.9998156739e-01
             7879	8.4413845264e-05	3.9993401579e-01	5.9998157037e-01
             7880	8.4400334399e-05	3.9993402633e-01	5.9998157334e-01
             7881	8.4386838331e-05	3.9993403686e-01	5.9998157630e-01
             7882	8.4373354000e-05	3.9993404738e-01	5.9998157927e-01
             7883	8.4359882695e-05	3.9993405789e-01	5.9998158223e-01
             7884	8.4346423164e-05	3.9993406839e-01	5.9998158518e-01
             7885	8.4332974429e-05	3.9993407889e-01	5.9998158814e-01
             7886	8.4319537796e-05	3.9993408937e-01	5.9998159109e-01
             7887	8.4306111589e-05	3.9993409985e-01	5.9998159403e-01
             7888	8.4292695222e-05	3.9993411033e-01	5.9998159698e-01
             7889	8.4279289166e-05	3.9993412079e-01	5.9998159992e-01
             7890	8.4265892343e-05	3.9993413125e-01	5.9998160286e-01
             7891	8.4252504978e-05	3.9993414170e-01	5.9998160580e-01
             7892	8.4239126572e-05	3.9993415214e-01	5.9998160873e-01
             7893	8.4225756485e-05	3.9993416258e-01	5.9998161166e-01
             7894	8.4212393868e-05	3.9993417301e-01	5.9998161459e-01
             7895	8.4199039905e-05	3.9993418344e-01	5.9998161752e-01
             7896	8.4185693853e-05	3.9993419386e-01	5.9998162044e-01
             7897	8.4172354234e-05	3.9993420428e-01	5.9998162337e-01
             7898	8.4159021805e-05	3.9993421469e-01	5.9998162629e-01
             7899	8.4145696306e-05	3.9993422510e-01	5.9998162921e-01
             7900	8.4132376790e-05	3.9993423550e-01	5.9998163212e-01
             7901	8.4119064078e-05	3.9993424590e-01	5.9998163504e-01
             7902	8.4105757796e-05	3.9993425629e-01	5.9998163795e-01
             7903	8.4092456833e-05	3.9993426668e-01	5.9998164086e-01
             7904	8.4079162198e-05	3.9993427706e-01	5.9998164377e-01
             7905	8.4065872585e-05	3.9993428744e-01	5.9998164668e-01
             7906	8.4052588641e-05	3.9993429782e-01	5.9998164959e-01
             7907	8.4039309338e-05	3.9993430819e-01	5.9998165250e-01
             7908	8.4026036270e-05	3.9993431856e-01	5.9998165540e-01
             7909	8.4012767655e-05	3.9993432893e-01	5.9998165830e-01
             7910	8.3999503085e-05	3.9993433929e-01	5.9998166120e-01
             7911	8.3986243334e-05	3.9993434965e-01	5.9998166410e-01
             7912	8.3972987220e-05	3.9993436001e-01	5.9998166700e-01
             7913	8.3959736782e-05	3.9993437036e-01	5.9998166990e-01
             7914	8.3946488613e-05	3.9993438071e-01	5.9998167280e-01
             7915	8.3933245366e-05	3.9993439106e-01	5.9998167570e-01
             7916	8.3920005594e-05	3.9993440140e-01	5.9998167859e-01
             7917	8.3906770332e-05	3.9993441175e-01	5.9998168148e-01
             7918	8.3893538534e-05	3.9993442209e-01	5.9998168438e-01
             7919	8.3880310022e-05	3.9993443242e-01	5.9998168727e-01
             7920	8.3867085100e-05	3.9993444276e-01	5.9998169016e-01
             7921	8.3853863103e-05	3.9993445309e-01	5.9998169305e-01
             7922	8.3840645033e-05	3.9993446342e-01	5.9998169594e-01
             7923	8.3827429826e-05	3.9993447375e-01	5.9998169883e-01
             7924	8.3814217975e-05	3.9993448407e-01	5.9998170171e-01
             7925	8.3801009571e-05	3.9993449439e-01	5.9998170460e-01
             7926	8.3787803362e-05	3.9993450471e-01	5.9998170748e-01
             7927	8.3774600269e-05	3.9993451503e-01	5.9998171037e-01
             7928	8.3749901817e-05	3.9993453403e-01	5.9998171606e-01
             7929	8.3717747627e-05	3.9993455887e-01	5.9998172338e-01
             7930	8.3685632692e-05	3.9993458369e-01	5.9998173068e-01
             7931	8.3653596163e-05	3.9993460844e-01	5.9998173796e-01
             7932	8.3621610298e-05	3.9993463316e-01	5.9998174523e-01
             7933	8.3589643693e-05	3.9993465786e-01	5.9998175250e-01
             7934	8.3557705602e-05	3.9993468254e-01	5.9998175976e-01
             7935	8.3525791049e-05	3.9993470720e-01	5.9998176701e-01
             7936	8.3493896184e-05	3.9993473185e-01	5.9998177425e-01
             7937	8.3462019874e-05	3.9993475649e-01	5.9998178149e-01
             7938	8.3430161257e-05	3.9993478112e-01	5.9998178872e-01
             7939	8.3398319895e-05	3.9993480573e-01	5.9998179595e-01
             7940	8.3366496688e-05	3.9993483034e-01	5.9998180316e-01
             7941	8.3334691567e-05	3.9993485494e-01	5.9998181037e-01
             7942	8.3302905138e-05	3.9993487952e-01	5.9998181757e-01
             7943	8.3271138278e-05	3.9993490409e-01	5.9998182477e-01
             7944	8.3239392244e-05	3.9993492865e-01	5.9998183196e-01
             7945	8.3207667378e-05	3.9993495320e-01	5.9998183914e-01
             7946	8.3177701746e-05	3.9993497703e-01	5.9998184527e-01
             7947	8.3147738054e-05	3.9993500086e-01	5.9998185140e-01
             7948	8.3117779208e-05	3.9993502468e-01	5.9998185754e-01
             7949	8.3087827430e-05	3.9993504849e-01	5.9998186368e-01
             7950	8.3057885434e-05	3.9993507229e-01	5.9998186983e-01
             7951	8.3027956494e-05	3.9993509607e-01	5.9998187597e-01
             7952	8.2998043367e-05	3.9993511984e-01	5.9998188212e-01
             7953	8.2968151625e-05	3.9993514358e-01	5.9998188827e-01
             7954	8.2938284848e-05	3.9993516730e-01	5.9998189442e-01
             7955	8.2908448372e-05	3.9993519099e-01	5.9998190057e-01
             7956	8.2878648281e-05	3.9993521464e-01	5.9998190671e-01
             7957	8.2848889112e-05	3.9993523826e-01	5.9998191285e-01
             7958	8.2819178369e-05	3.9993526183e-01	5.9998191899e-01
             7959	8.2789523710e-05	3.9993528536e-01	5.9998192512e-01
             7960	8.2759931949e-05	3.9993530882e-01	5.9998193125e-01
             7961	8.2730410910e-05	3.9993533223e-01	5.9998193736e-01
             7962	8.2700970094e-05	3.9993535556e-01	5.9998194347e-01
             7963	8.2671617076e-05	3.9993537882e-01	5.9998194956e-01
             7964	8.2642361759e-05	3.9993540199e-01	5.9998195564e-01
             7965	8.2613213134e-05	3.9993542507e-01	5.9998196171e-01
             7966	8.2584183338e-05	3.9993544805e-01	5.9998196776e-01
             7967	8.2555280583e-05	3.9993547092e-01	5.9998197380e-01
             7968	8.2526514600e-05	3.9993549367e-01	5.9998197981e-01
             7969	8.2497896761e-05	3.9993551630e-01	5.9998198580e-01
             7970	8.2469437213e-05	3.9993553879e-01	5.9998199177e-01
             7971	8.2441146173e-05	3.9993556114e-01	5.9998199771e-01
             7972	8.2413033284e-05	3.9993558334e-01	5.9998200363e-01
             7973	8.2385109952e-05	3.9993560537e-01	5.9998200952e-01
             7974	8.2357385319e-05	3.9993562724e-01	5.9998201537e-01
             7975	8.2329868500e-05	3.9993564894e-01	5.9998202119e-01
             7976	8.2302570162e-05	3.9993567045e-01	5.9998202698e-01
             7977	8.2275497566e-05	3.9993569177e-01	5.9998203273e-01
             7978	8.2248659275e-05	3.9993571290e-01	5.9998203844e-01
             7979	8.2222064587e-05	3.9993573382e-01	5.9998204412e-01
             7980	8.2195720589e-05	3.9993575453e-01	5.9998204975e-01
             7981	8.2169633710e-05	3.9993577503e-01	5.9998205533e-01
             7982	8.2143810806e-05	3.9993579532e-01	5.9998206087e-01
             7983	8.2118256267e-05	3.9993581537e-01	5.9998206637e-01
             7984	8.2092977937e-05	3.9993583521e-01	5.9998207182e-01
             7985	8.2067979356e-05	3.9993585481e-01	5.9998207722e-01
             7986	8.2043262904e-05	3.9993587417e-01	5.9998208256e-01
             7987	8.2018834430e-05	3.9993589330e-01	5.9998208786e-01
             7988	8.1994694810e-05	3.9993591220e-01	5.9998209311e-01
             7989	8.1970847410e-05	3.9993593085e-01	5.9998209830e-01
             7990	8.1947294496e-05	3.9993594927e-01	5.9998210344e-01
             7991	8.1924036401e-05	3.9993596744e-01	5.9998210852e-01
             7992	8.1901073114e-05	3.9993598537e-01	5.9998211355e-01
             7993	8.1878404372e-05	3.9993600307e-01	5.9998211853e-01
             7994	8.1856029984e-05	3.9993602052e-01	5.9998212345e-01
             7995	8.1833949433e-05	3.9993603774e-01	5.9998212831e-01
             7996	8.1812160717e-05	3.9993605472e-01	5.9998213312e-01
             7997	8.1790661741e-05	3.9993607147e-01	5.9998213787e-01
             7998	8.1769449889e-05	3.9993608798e-01	5.9998214257e-01
             7999	8.1748522678e-05	3.9993610427e-01	5.9998214721e-01
             8000	8.1727876881e-05	3.9993612033e-01	5.9998215180e-01
             8001	8.1707507300e-05	3.9993613617e-01	5.9998215633e-01
             8002	8.1687411048e-05	3.9993615179e-01	5.9998216080e-01
             8003	8.1667584307e-05	3.9993616719e-01	5.9998216523e-01
             8004	8.1648022513e-05	3.9993618238e-01	5.9998216959e-01
             8005	8.1628720728e-05	3.9993619737e-01	5.9998217391e-01
             8006	8.1609674158e-05	3.9993621215e-01	5.9998217818e-01
             8007	8.1590877541e-05	3.9993622673e-01	5.9998218239e-01
             8008	8.1572325635e-05	3.9993624113e-01	5.9998218655e-01
             8009	8.1554012628e-05	3.9993625533e-01	5.9998219066e-01
             8010	8.1535933167e-05	3.9993626934e-01	5.9998219472e-01
             8011	8.1518082618e-05	3.9993628318e-01	5.9998219874e-01
             8012	8.1500453281e-05	3.9993629684e-01	5.9998220271e-01
             8013	8.1483040088e-05	3.9993631033e-01	5.9998220663e-01
             8014	8.1465837878e-05	3.9993632366e-01	5.9998221051e-01
             8015	8.1448840920e-05	3.9993633682e-01	5.9998221434e-01
             8016	8.1432042320e-05	3.9993634983e-01	5.9998221813e-01
             8017	8.1415437035e-05	3.9993636269e-01	5.9998222187e-01
             8018	8.1399018189e-05	3.9993637540e-01	5.9998222558e-01
             8019	8.1382781446e-05	3.9993638798e-01	5.9998222924e-01
             8020	8.1366720090e-05	3.9993640041e-01	5.9998223287e-01
             8021	8.1350829028e-05	3.9993641272e-01	5.9998223645e-01
             8022	8.1335102177e-05	3.9993642489e-01	5.9998224001e-01
             8023	8.1319534090e-05	3.9993643695e-01	5.9998224352e-01
             8024	8.1304119191e-05	3.9993644888e-01	5.9998224700e-01
             8025	8.1288851575e-05	3.9993646070e-01	5.9998225045e-01
             8026	8.1273727326e-05	3.9993647241e-01	5.9998225386e-01
             8027	8.1258741286e-05	3.9993648402e-01	5.9998225724e-01
             8028	8.1243886727e-05	3.9993649552e-01	5.9998226059e-01
             8029	8.1229160407e-05	3.9993650693e-01	5.9998226391e-01
             8030	8.1214556265e-05	3.9993651824e-01	5.9998226720e-01
             8031	8.1200071061e-05	3.9993652946e-01	5.9998227047e-01
             8032	8.1185698507e-05	3.9993654060e-01	5.9998227370e-01
             8033	8.1171436389e-05	3.9993655165e-01	5.9998227691e-01
             8034	8.1157278074e-05	3.9993656262e-01	5.9998228010e-01
             8035	8.1143219855e-05	3.9993657352e-01	5.9998228326e-01
             8036	8.1129258082e-05	3.9993658434e-01	5.9998228640e-01
             8037	8.1115388823e-05	3.9993659510e-01	5.9998228951e-01
             8038	8.1101609156e-05	3.9993660578e-01	5.9998229261e-01
             8039	8.1087913564e-05	3.9993661641e-01	5.9998229568e-01
             8040	8.1074299673e-05	3.9993662697e-01	5.9998229873e-01
             8041	8.1060763241e-05	3.9993663747e-01	5.9998230177e-01
             8042	8.1047301931e-05	3.9993664792e-01	5.9998230478e-01
             8043	8.1033911808e-05	3.9993665831e-01	5.9998230778e-01
             8044	8.1020590039e-05	3.9993666865e-01	5.9998231076e-01
             8045	8.1007333173e-05	3.9993667895e-01	5.9998231372e-01
             8046	8.0994139541e-05	3.9993668919e-01	5.9998231667e-01
             8047	8.0981005171e-05	3.9993669940e-01	5.9998231960e-01
             8048	8.0967928065e-05	3.9993670955e-01	5.9998232252e-01
             8049	8.0954905120e-05	3.9993671967e-01	5.9998232542e-01
             8050	8.0941934921e-05	3.9993672975e-01	5.9998232831e-01
             8051	8.0929014085e-05	3.9993673980e-01	5.9998233119e-01
             8052	8.0916140617e-05	3.9993674981e-01	5.9998233405e-01
             8053	8.0903312216e-05	3.9993675978e-01	5.9998233691e-01
             8054	8.0890527823e-05	3.9993676973e-01	5.9998233975e-01
             8055	8.0877784119e-05	3.9993677964e-01	5.9998234258e-01
             8056	8.0865079688e-05	3.9993678952e-01	5.9998234540e-01
             8057	8.0852412885e-05	3.9993679938e-01	5.9998234821e-01
             8058	8.0839781602e-05	3.9993680921e-01	5.9998235101e-01
             8059	8.0827184387e-05	3.9993681901e-01	5.9998235380e-01
             8060	8.0814620526e-05	3.9993682880e-01	5.9998235658e-01
             8061	8.0802087922e-05	3.9993683855e-01	5.9998235936e-01
             8062	8.0789585226e-05	3.9993684829e-01	5.9998236212e-01
             8063	8.0777109662e-05	3.9993685801e-01	5.9998236488e-01
             8064	8.0764661784e-05	3.9993686770e-01	5.9998236764e-01
             8065	8.0752238663e-05	3.9993687738e-01	5.9998237038e-01
             8066	8.0739841258e-05	3.9993688704e-01	5.9998237312e-01
             8067	8.0727466785e-05	3.9993689668e-01	5.9998237585e-01
             8068	8.0715115103e-05	3.9993690631e-01	5.9998237857e-01
             8069	8.0702784263e-05	3.9993691592e-01	5.9998238129e-01
             8070	8.0690473004e-05	3.9993692552e-01	5.9998238401e-01
             8071	8.0678181889e-05	3.9993693510e-01	5.9998238672e-01
             8072	8.0665909063e-05	3.9993694467e-01	5.9998238942e-01
             8073	8.0653652695e-05	3.9993695423e-01	5.9998239212e-01
             8074	8.0641414927e-05	3.9993696377e-01	5.9998239481e-01
             8075	8.0629192278e-05	3.9993697331e-01	5.9998239750e-01
             8076	8.0616985141e-05	3.9993698283e-01	5.9998240019e-01
             8077	8.0604792974e-05	3.9993699234e-01	5.9998240287e-01
             8078	8.0592614821e-05	3.9993700184e-01	5.9998240555e-01
             8079	8.0580449820e-05	3.9993701133e-01	5.9998240822e-01
             8080	8.0568297596e-05	3.9993702081e-01	5.9998241089e-01
             8081	8.0556157228e-05	3.9993703029e-01	5.9998241356e-01
             8082	8.0544028556e-05	3.9993703975e-01	5.9998241622e-01
             8083	8.0531911848e-05	3.9993704921e-01	5.9998241888e-01
             8084	8.0519805360e-05	3.9993705866e-01	5.9998242154e-01
             8085	8.0507709358e-05	3.9993706810e-01	5.9998242419e-01
             8086	8.0495623045e-05	3.9993707753e-01	5.9998242684e-01
             8087	8.0483546123e-05	3.9993708696e-01	5.9998242949e-01
             8088	8.0471478417e-05	3.9993709638e-01	5.9998243214e-01
             8089	8.0459419029e-05	3.9993710580e-01	5.9998243478e-01
             8090	8.0447368735e-05	3.9993711521e-01	5.9998243742e-01
             8091	8.0435325922e-05	3.9993712461e-01	5.9998244006e-01
             8092	8.0423290796e-05	3.9993713401e-01	5.9998244270e-01
             8093	8.0411262953e-05	3.9993714340e-01	5.9998244533e-01
             8094	8.0399242493e-05	3.9993715279e-01	5.9998244797e-01
             8095	8.0387228714e-05	3.9993716217e-01	5.9998245060e-01
             8096	8.0375220802e-05	3.9993717155e-01	5.9998245323e-01
             8097	8.0363220142e-05	3.9993718092e-01	5.9998245586e-01
             8098	8.0351226183e-05	3.9993719029e-01	5.9998245848e-01
             8099	8.0339238832e-05	3.9993719966e-01	5.9998246111e-01
             8100	8.0327256233e-05	3.9993720902e-01	5.9998246373e-01
             8101	8.0315279111e-05	3.9993721837e-01	5.9998246635e-01
             8102	8.0303306649e-05	3.9993722772e-01	5.9998246897e-01
             8103	8.0291339827e-05	3.9993723707e-01	5.9998247159e-01
             8104	8.0279378319e-05	3.9993724642e-01	5.9998247421e-01
             8105	8.0267422006e-05	3.9993725576e-01	5.9998247682e-01
             8106	8.0255470150e-05	3.9993726509e-01	5.9998247944e-01
             8107	8.0243522622e-05	3.9993727443e-01	5.9998248205e-01
             8108	8.0231580105e-05	3.9993728376e-01	5.9998248466e-01
             8109	8.0219642401e-05	3.9993729309e-01	5.9998248727e-01
             8110	8.0207708377e-05	3.9993730241e-01	5.9998248988e-01
             8111	8.0195778541e-05	3.9993731173e-01	5.9998249249e-01
             8112	8.0183853529e-05	3.9993732105e-01	5.9998249510e-01
             8113	8.0171932071e-05	3.9993733037e-01	5.9998249770e-01
             8114	8.0160014589e-05	3.9993733968e-01	5.9998250031e-01
             8115	8.0148100893e-05	3.9993734899e-01	5.9998250291e-01
             8116	8.0136190543e-05	3.9993735829e-01	5.9998250552e-01
             8117	8.0124284273e-05	3.9993736760e-01	5.9998250812e-01
             8118	8.0112381129e-05	3.9993737690e-01	5.9998251072e-01
             8119	8.0100481618e-05	3.9993738620e-01	5.9998251332e-01
             8120	8.0088585975e-05	3.9993739549e-01	5.9998251592e-01
             8121	8.0076694179e-05	3.9993740479e-01	5.9998251852e-01
             8122	8.0064804983e-05	3.9993741408e-01	5.9998252112e-01
             8123	8.0052918650e-05	3.9993742337e-01	5.9998252372e-01
             8124	8.0041036363e-05	3.9993743265e-01	5.9998252631e-01
             8125	8.0029156977e-05	3.9993744194e-01	5.9998252891e-01
             8126	8.0017281403e-05	3.9993745122e-01	5.9998253150e-01
             8127	8.0005408615e-05	3.9993746050e-01	5.9998253410e-01
             8128	7.9993538199e-05	3.9993746977e-01	5.9998253669e-01
             8129	7.9981671460e-05	3.9993747905e-01	5.9998253928e-01
             8130	7.9969806988e-05	3.9993748832e-01	5.9998254187e-01
             8131	7.9957946076e-05	3.9993749759e-01	5.9998254447e-01
             8132	7.9946088596e-05	3.9993750686e-01	5.9998254706e-01
             8133	7.9934233862e-05	3.9993751612e-01	5.9998254965e-01
             8134	7.9922381358e-05	3.9993752538e-01	5.9998255224e-01
             8135	7.9910532361e-05	3.9993753464e-01	5.9998255482e-01
             8136	7.9898685837e-05	3.9993754390e-01	5.9998255741e-01
             8137	7.9886841308e-05	3.9993755316e-01	5.9998256000e-01
