#time dij1 dij2 dij3 dik1 dik2 dik3 p_fe p_w p_m p_h
7070 0.00216642230747482 0.000768757094726015 0.000144553579545561 0.00156196821582491 0.000554266863541883 0.000104222947009053 29.9 10.61 1.995 1
7080 0.00216641239800445 0.000768753578355424 0.000144552918361835 0.00156197818521682 0.0005542704011756 0.000104223612190888 29.9 10.61 1.995 1
7090 0.00216640239133775 0.000768750027494766 0.000144552250692937 0.00156198813227139 0.000554273930882923 0.000104224275882322 29.9 10.61 1.995 1
7100 0.00216639256412934 0.000768746540314794 0.000144551594997928 0.00156199811298443 0.000554277472533941 0.00010422494181953 29.9 10.61 1.995 1
7110 0.00216638261523546 0.000768743009954791 0.000144550931183771 0.00156200806492895 0.00055428100397646 0.000104225605837233 29.9 10.61 1.995 1
7120 0.00216637270040178 0.000768739491681034 0.000144550269642193 0.00156201802330636 0.000554284537701689 0.000104226270284154 29.9 10.61 1.995 1
7130 0.00216636270066197 0.000768735943278379 0.000144549602435473 0.00156202796073366 0.000554288063992779 0.000104226933333232 29.9 10.61 1.995 1
7140 0.00216635280249131 0.000768732430917485 0.000144548942005691 0.00156203791525655 0.000554291596350235 0.000104227597522971 29.9 10.61 1.995 1
7150 0.00216634271552713 0.000768728851563306 0.000144548268979151 0.00156204782429415 0.000554295112567254 0.00010422825867782 29.9 10.61 1.995 1
7160 0.002166332961913 0.000768725390498224 0.000144547618194529 0.00156205779665003 0.000554298651252738 0.000104228924057419 29.9 10.61 1.995 1
7170 0.00216632314644596 0.000768721907484669 0.000144546963282933 0.00156206775465074 0.000554302184844291 0.000104229588479205 29.9 10.61 1.995 1
7180 0.00216631321815009 0.000768718384433862 0.000144546300843125 0.00156207768611907 0.000554305709020848 0.000104230251130687 29.9 10.61 1.995 1
7190 0.00216630331652474 0.000768714870847074 0.000144545640182838 0.00156208761739008 0.000554309233127382 0.000104230913769004 29.9 10.61 1.995 1
7200 0.00216629342833246 0.000768711362027004 0.000144544980418838 0.00156209754317833 0.000554312755288365 0.000104231576041497 29.9 10.61 1.995 1
7210 0.00216628362082825 0.000768707881839055 0.000144544326038541 0.00156210748388732 0.000554316282743962 0.000104232239309539 29.9 10.61 1.995 1
7220 0.00216627379638193 0.000768704395639208 0.000144543670527825 0.0015621174162011 0.000554319807220524 0.000104232902017431 29.9 10.61 1.995 1
7230 0.00216626405184632 0.000768700937795635 0.000144543020348944 0.00156212736060428 0.000554323335987002 0.000104233565531957 29.9 10.61 1.995 1
7240 0.00216625420219515 0.000768697442651856 0.000144542363156499 0.00156213727678404 0.000554326854738415 0.00010423422716335 29.9 10.61 1.995 1
7250 0.00216624436949489 0.000768693953523103 0.00014454170709506 0.00156214719147919 0.000554330372963016 0.000104234888695685 29.9 10.61 1.995 1
7260 0.0021662346887538 0.000768690518316984 0.000144541061172703 0.00156215713245338 0.000554333900512723 0.000104235551981421 29.9 10.61 1.995 1
7270 0.0021662249344529 0.000768687057008204 0.000144540410342259 0.00156216705842741 0.000554337422739626 0.00010423621426631 29.9 10.61 1.995 1
7280 0.00216621517880097 0.000768683595220012 0.00014453975942167 0.00156217698194341 0.0005543409440943 0.000104236876387194 29.9 10.61 1.995 1
7290 0.00216620544169407 0.000768680140012511 0.00014453910973845 0.00156218690482011 0.000554344465222119 0.000104237538465422 29.9 10.61 1.995 1
7300 0.00216619583273665 0.000768676730278791 0.000144538468605673 0.00156219684551887 0.000554347992674089 0.000104238201732781 29.9 10.61 1.995 1
7310 0.002166186283965 0.000768673341901961 0.000144537831488635 0.00156220679195552 0.000554351522162144 0.000104238865382986 29.9 10.61 1.995 1
7320 0.0021661766156581 0.000768669911108108 0.000144537186395917 0.00156221671335883 0.00055435504276713 0.000104239527362905 29.9 10.61 1.995 1
7330 0.00216616704321538 0.000768666514331611 0.000144536547699488 0.00156222664727515 0.000554358567812354 0.000104240190177723 29.9 10.61 1.995 1
7340 0.00216615725292428 0.000768663040251725 0.00014453589446769 0.00156223653180906 0.000554362075334252 0.000104240849697628 29.9 10.61 1.995 1
7350 0.00216614761922348 0.000768659621737829 0.000144535251683974 0.00156224645148722 0.00055436559532707 0.000104241511562442 29.9 10.61 1.995 1
