#  Region type : all 
#       Cells  : 2349
#       Volume : 3.7500000000e-01
#            Time	volIntegrate(rhoeps)	volIntegrate(rho)
               66	1.0126623686e-01	1.0126643537e-01
               67	1.0126647357e-01	1.0126667208e-01
               68	1.0126669997e-01	1.0126689846e-01
               69	1.0126691618e-01	1.0126711467e-01
               70	1.0126712231e-01	1.0126732079e-01
               71	1.0126731848e-01	1.0126751696e-01
               72	1.0126750488e-01	1.0126770336e-01
               73	1.0126768191e-01	1.0126788038e-01
               74	1.0126784924e-01	1.0126804771e-01
               75	1.0126800754e-01	1.0126820599e-01
               76	1.0126815673e-01	1.0126835518e-01
               77	1.0126829702e-01	1.0126849547e-01
               78	1.0126842889e-01	1.0126862733e-01
               79	1.0126855266e-01	1.0126875110e-01
               80	1.0126866829e-01	1.0126886672e-01
               81	1.0126877617e-01	1.0126897460e-01
               82	1.0126887660e-01	1.0126907502e-01
               83	1.0126896954e-01	1.0126916796e-01
               84	1.0126905555e-01	1.0126925396e-01
               85	1.0126913489e-01	1.0126933330e-01
               86	1.0126920782e-01	1.0126940622e-01
               87	1.0126927461e-01	1.0126947301e-01
               88	1.0126933532e-01	1.0126953371e-01
               89	1.0126939037e-01	1.0126958876e-01
               90	1.0126943987e-01	1.0126963825e-01
               91	1.0126948416e-01	1.0126968254e-01
               92	1.0126952353e-01	1.0126972190e-01
               93	1.0126955822e-01	1.0126975660e-01
               94	1.0126958828e-01	1.0126978665e-01
               95	1.0126961417e-01	1.0126981253e-01
               96	1.0126963594e-01	1.0126983430e-01
               97	1.0126965396e-01	1.0126985231e-01
               98	1.0126966835e-01	1.0126986670e-01
               99	1.0126967919e-01	1.0126987754e-01
              100	1.0126968669e-01	1.0126988503e-01
              101	1.0126969135e-01	1.0126988970e-01
              102	1.0126969303e-01	1.0126989137e-01
              103	1.0126969202e-01	1.0126989035e-01
              104	1.0126968842e-01	1.0126988675e-01
              105	1.0126968234e-01	1.0126988067e-01
              106	1.0126967413e-01	1.0126987245e-01
              107	1.0126966370e-01	1.0126986202e-01
              108	1.0126965136e-01	1.0126984968e-01
              109	1.0126963711e-01	1.0126983543e-01
              110	1.0126962116e-01	1.0126981947e-01
              111	1.0126960351e-01	1.0126980181e-01
              112	1.0126958426e-01	1.0126978256e-01
              113	1.0126956373e-01	1.0126976203e-01
              114	1.0126954194e-01	1.0126974024e-01
              115	1.0126951882e-01	1.0126971712e-01
              116	1.0126949461e-01	1.0126969290e-01
              117	1.0126946942e-01	1.0126966771e-01
              118	1.0126944312e-01	1.0126964141e-01
              119	1.0126941606e-01	1.0126961434e-01
              120	1.0126938812e-01	1.0126958640e-01
              121	1.0126935935e-01	1.0126955763e-01
              122	1.0126932992e-01	1.0126952819e-01
              123	1.0126929994e-01	1.0126949821e-01
              124	1.0126926928e-01	1.0126946755e-01
              125	1.0126923819e-01	1.0126943646e-01
              126	1.0126920655e-01	1.0126940482e-01
              127	1.0126917460e-01	1.0126937287e-01
              128	1.0126914198e-01	1.0126934024e-01
              129	1.0126910913e-01	1.0126930739e-01
              130	1.0126907589e-01	1.0126927415e-01
              131	1.0126904240e-01	1.0126924066e-01
              132	1.0126900851e-01	1.0126920676e-01
              133	1.0126897451e-01	1.0126917276e-01
              134	1.0126894035e-01	1.0126913860e-01
              135	1.0126890587e-01	1.0126910411e-01
              136	1.0126887138e-01	1.0126906963e-01
              137	1.0126883679e-01	1.0126903503e-01
              138	1.0126880199e-01	1.0126900023e-01
              139	1.0126876720e-01	1.0126896543e-01
              140	1.0126873229e-01	1.0126893052e-01
              141	1.0126869731e-01	1.0126889554e-01
              142	1.0126866234e-01	1.0126886057e-01
              143	1.0126862724e-01	1.0126882546e-01
              144	1.0126859211e-01	1.0126879034e-01
              145	1.0126855699e-01	1.0126875521e-01
              146	1.0126852193e-01	1.0126872015e-01
              147	1.0126848693e-01	1.0126868515e-01
              148	1.0126845191e-01	1.0126865013e-01
              149	1.0126841701e-01	1.0126861522e-01
              150	1.0126838214e-01	1.0126858036e-01
              151	1.0126834735e-01	1.0126854556e-01
              152	1.0126831252e-01	1.0126851073e-01
              153	1.0126827791e-01	1.0126847612e-01
              154	1.0126824332e-01	1.0126844153e-01
              155	1.0126820891e-01	1.0126840712e-01
              156	1.0126817454e-01	1.0126837274e-01
              157	1.0126814020e-01	1.0126833841e-01
              158	1.0126810609e-01	1.0126830429e-01
              159	1.0126807211e-01	1.0126827032e-01
              160	1.0126803803e-01	1.0126823623e-01
              161	1.0126800413e-01	1.0126820233e-01
              162	1.0126797038e-01	1.0126816858e-01
              163	1.0126793682e-01	1.0126813502e-01
              164	1.0126790348e-01	1.0126810168e-01
              165	1.0126787008e-01	1.0126806827e-01
              166	1.0126783685e-01	1.0126803504e-01
              167	1.0126780387e-01	1.0126800206e-01
              168	1.0126777095e-01	1.0126796914e-01
              169	1.0126773815e-01	1.0126793634e-01
              170	1.0126770546e-01	1.0126790365e-01
              171	1.0126767286e-01	1.0126787104e-01
              172	1.0126764054e-01	1.0126783872e-01
              173	1.0126760820e-01	1.0126780638e-01
              174	1.0126757595e-01	1.0126777414e-01
              175	1.0126754404e-01	1.0126774222e-01
              176	1.0126751215e-01	1.0126771033e-01
              177	1.0126748046e-01	1.0126767864e-01
              178	1.0126744890e-01	1.0126764708e-01
              179	1.0126741728e-01	1.0126761546e-01
              180	1.0126738595e-01	1.0126758413e-01
              181	1.0126735473e-01	1.0126755290e-01
              182	1.0126732361e-01	1.0126752179e-01
              183	1.0126729268e-01	1.0126749086e-01
              184	1.0126726185e-01	1.0126746003e-01
              185	1.0126723126e-01	1.0126742943e-01
              186	1.0126720084e-01	1.0126739901e-01
              187	1.0126717045e-01	1.0126736862e-01
              188	1.0126714019e-01	1.0126733836e-01
              189	1.0126711010e-01	1.0126730827e-01
              190	1.0126708006e-01	1.0126727823e-01
              191	1.0126705016e-01	1.0126724833e-01
              192	1.0126702045e-01	1.0126721862e-01
              193	1.0126699091e-01	1.0126718907e-01
              194	1.0126696147e-01	1.0126715963e-01
              195	1.0126693205e-01	1.0126713021e-01
              196	1.0126690288e-01	1.0126710104e-01
              197	1.0126687379e-01	1.0126707195e-01
              198	1.0126684480e-01	1.0126704296e-01
              199	1.0126681581e-01	1.0126701398e-01
              200	1.0126678711e-01	1.0126698527e-01
              201	1.0126675854e-01	1.0126695670e-01
              202	1.0126672996e-01	1.0126692812e-01
              203	1.0126670164e-01	1.0126689980e-01
              204	1.0126667351e-01	1.0126687167e-01
              205	1.0126664546e-01	1.0126684362e-01
              206	1.0126661738e-01	1.0126681554e-01
              207	1.0126658954e-01	1.0126678770e-01
              208	1.0126656172e-01	1.0126675988e-01
              209	1.0126653411e-01	1.0126673227e-01
              210	1.0126650664e-01	1.0126670480e-01
              211	1.0126647910e-01	1.0126667726e-01
              212	1.0126645188e-01	1.0126665004e-01
              213	1.0126642468e-01	1.0126662284e-01
              214	1.0126639758e-01	1.0126659573e-01
              215	1.0126637058e-01	1.0126656873e-01
              216	1.0126634375e-01	1.0126654190e-01
              217	1.0126631699e-01	1.0126651514e-01
              218	1.0126629024e-01	1.0126648839e-01
              219	1.0126626376e-01	1.0126646191e-01
              220	1.0126623722e-01	1.0126643537e-01
              221	1.0126621094e-01	1.0126640910e-01
              222	1.0126618469e-01	1.0126638285e-01
              223	1.0126615855e-01	1.0126635670e-01
              224	1.0126613260e-01	1.0126633075e-01
              225	1.0126610672e-01	1.0126630487e-01
              226	1.0126608095e-01	1.0126627910e-01
              227	1.0126605511e-01	1.0126625327e-01
              228	1.0126602946e-01	1.0126622762e-01
              229	1.0126600391e-01	1.0126620206e-01
              230	1.0126597861e-01	1.0126617676e-01
              231	1.0126595323e-01	1.0126615138e-01
              232	1.0126592820e-01	1.0126612635e-01
              233	1.0126590313e-01	1.0126610128e-01
              234	1.0126587795e-01	1.0126607611e-01
              235	1.0126585299e-01	1.0126605114e-01
              236	1.0126582822e-01	1.0126602637e-01
              237	1.0126580346e-01	1.0126600161e-01
              238	1.0126577881e-01	1.0126597696e-01
              239	1.0126575412e-01	1.0126595227e-01
              240	1.0126572960e-01	1.0126592775e-01
              241	1.0126570527e-01	1.0126590342e-01
              242	1.0126568094e-01	1.0126587910e-01
              243	1.0126565663e-01	1.0126585478e-01
              244	1.0126563244e-01	1.0126583060e-01
              245	1.0126560842e-01	1.0126580657e-01
              246	1.0126558444e-01	1.0126578259e-01
              247	1.0126556059e-01	1.0126575875e-01
              248	1.0126553679e-01	1.0126573495e-01
              249	1.0126551306e-01	1.0126571122e-01
              250	1.0126548932e-01	1.0126568748e-01
              251	1.0126546567e-01	1.0126566383e-01
              252	1.0126544225e-01	1.0126564041e-01
              253	1.0126541889e-01	1.0126561705e-01
              254	1.0126539558e-01	1.0126559374e-01
              255	1.0126537228e-01	1.0126557044e-01
              256	1.0126534911e-01	1.0126554727e-01
              257	1.0126532610e-01	1.0126552426e-01
              258	1.0126530309e-01	1.0126550125e-01
              259	1.0126528018e-01	1.0126547833e-01
              260	1.0126525737e-01	1.0126545553e-01
              261	1.0126523468e-01	1.0126543284e-01
              262	1.0126521177e-01	1.0126540992e-01
              263	1.0126518916e-01	1.0126538732e-01
              264	1.0126516679e-01	1.0126536495e-01
              265	1.0126514417e-01	1.0126534233e-01
              266	1.0126512185e-01	1.0126532001e-01
              267	1.0126509955e-01	1.0126529771e-01
              268	1.0126507736e-01	1.0126527552e-01
              269	1.0126505510e-01	1.0126525326e-01
              270	1.0126503302e-01	1.0126523118e-01
              271	1.0126501106e-01	1.0126520922e-01
              272	1.0126498895e-01	1.0126518711e-01
              273	1.0126496699e-01	1.0126516515e-01
              274	1.0126494518e-01	1.0126514335e-01
              275	1.0126492352e-01	1.0126512169e-01
              276	1.0126490178e-01	1.0126509995e-01
              277	1.0126488010e-01	1.0126507827e-01
              278	1.0126485852e-01	1.0126505669e-01
              279	1.0126483709e-01	1.0126503526e-01
              280	1.0126481559e-01	1.0126501376e-01
              281	1.0126479413e-01	1.0126499230e-01
              282	1.0126477290e-01	1.0126497107e-01
              283	1.0126475165e-01	1.0126494982e-01
              284	1.0126473036e-01	1.0126492853e-01
              285	1.0126470935e-01	1.0126490752e-01
              286	1.0126468838e-01	1.0126488655e-01
              287	1.0126466743e-01	1.0126486560e-01
              288	1.0126464641e-01	1.0126484458e-01
              289	1.0126462559e-01	1.0126482376e-01
              290	1.0126460482e-01	1.0126480299e-01
              291	1.0126458410e-01	1.0126478227e-01
              292	1.0126456344e-01	1.0126476161e-01
              293	1.0126454281e-01	1.0126474098e-01
              294	1.0126452225e-01	1.0126472042e-01
              295	1.0126450185e-01	1.0126470003e-01
              296	1.0126448139e-01	1.0126467957e-01
              297	1.0126446111e-01	1.0126465929e-01
              298	1.0126444086e-01	1.0126463904e-01
              299	1.0126442053e-01	1.0126461871e-01
              300	1.0126440033e-01	1.0126459851e-01
              301	1.0126438015e-01	1.0126457833e-01
              302	1.0126436009e-01	1.0126455827e-01
              303	1.0126433994e-01	1.0126453812e-01
              304	1.0126432005e-01	1.0126451823e-01
              305	1.0126430011e-01	1.0126449829e-01
              306	1.0126428023e-01	1.0126447841e-01
              307	1.0126426039e-01	1.0126445858e-01
              308	1.0126424059e-01	1.0126443878e-01
              309	1.0126422084e-01	1.0126441902e-01
              310	1.0126420125e-01	1.0126439944e-01
              311	1.0126418173e-01	1.0126437992e-01
              312	1.0126416229e-01	1.0126436048e-01
              313	1.0126414271e-01	1.0126434090e-01
              314	1.0126412326e-01	1.0126432145e-01
              315	1.0126410390e-01	1.0126430209e-01
              316	1.0126408456e-01	1.0126428275e-01
              317	1.0126406527e-01	1.0126426346e-01
              318	1.0126404617e-01	1.0126424437e-01
              319	1.0126402708e-01	1.0126422528e-01
              320	1.0126400792e-01	1.0126420611e-01
              321	1.0126398883e-01	1.0126418703e-01
              322	1.0126396965e-01	1.0126416785e-01
              323	1.0126395052e-01	1.0126414872e-01
              324	1.0126393159e-01	1.0126412979e-01
              325	1.0126391277e-01	1.0126411097e-01
              326	1.0126389383e-01	1.0126409203e-01
              327	1.0126387500e-01	1.0126407320e-01
              328	1.0126385628e-01	1.0126405448e-01
              329	1.0126383757e-01	1.0126403577e-01
              330	1.0126381886e-01	1.0126401706e-01
              331	1.0126380014e-01	1.0126399835e-01
              332	1.0126378153e-01	1.0126397974e-01
              333	1.0126376300e-01	1.0126396121e-01
              334	1.0126374464e-01	1.0126394285e-01
              335	1.0126372617e-01	1.0126392438e-01
              336	1.0126370767e-01	1.0126390588e-01
              337	1.0126368925e-01	1.0126388747e-01
              338	1.0126367084e-01	1.0126386906e-01
              339	1.0126365260e-01	1.0126385081e-01
              340	1.0126363445e-01	1.0126383267e-01
              341	1.0126361622e-01	1.0126381443e-01
              342	1.0126359803e-01	1.0126379625e-01
              343	1.0126357985e-01	1.0126377807e-01
              344	1.0126356175e-01	1.0126375997e-01
              345	1.0126354377e-01	1.0126374199e-01
              346	1.0126352576e-01	1.0126372398e-01
              347	1.0126350777e-01	1.0126370599e-01
              348	1.0126348982e-01	1.0126368805e-01
              349	1.0126347196e-01	1.0126367018e-01
              350	1.0126345430e-01	1.0126365253e-01
              351	1.0126343660e-01	1.0126363483e-01
              352	1.0126341883e-01	1.0126361706e-01
              353	1.0126340118e-01	1.0126359941e-01
              354	1.0126338343e-01	1.0126358166e-01
              355	1.0126336583e-01	1.0126356406e-01
              356	1.0126334829e-01	1.0126354653e-01
              357	1.0126333091e-01	1.0126352915e-01
              358	1.0126331345e-01	1.0126351168e-01
              359	1.0126329613e-01	1.0126349437e-01
              360	1.0126327874e-01	1.0126347698e-01
              361	1.0126326140e-01	1.0126345964e-01
              362	1.0126324416e-01	1.0126344240e-01
              363	1.0126322698e-01	1.0126342522e-01
              364	1.0126320978e-01	1.0126340802e-01
              365	1.0126319256e-01	1.0126339081e-01
              366	1.0126317539e-01	1.0126337363e-01
              367	1.0126315834e-01	1.0126335658e-01
              368	1.0126314116e-01	1.0126333940e-01
              369	1.0126312412e-01	1.0126332236e-01
              370	1.0126310722e-01	1.0126330547e-01
              371	1.0126309037e-01	1.0126328862e-01
              372	1.0126307354e-01	1.0126327179e-01
              373	1.0126305673e-01	1.0126325498e-01
              374	1.0126303981e-01	1.0126323807e-01
              375	1.0126302303e-01	1.0126322129e-01
              376	1.0126300623e-01	1.0126320448e-01
              377	1.0126298947e-01	1.0126318772e-01
              378	1.0126297286e-01	1.0126317112e-01
              379	1.0126295627e-01	1.0126315453e-01
              380	1.0126293973e-01	1.0126313799e-01
              381	1.0126292320e-01	1.0126312146e-01
              382	1.0126290669e-01	1.0126310495e-01
              383	1.0126288997e-01	1.0126308823e-01
              384	1.0126287348e-01	1.0126307175e-01
              385	1.0126285684e-01	1.0126305511e-01
              386	1.0126284038e-01	1.0126303864e-01
              387	1.0126282399e-01	1.0126302226e-01
              388	1.0126280761e-01	1.0126300588e-01
              389	1.0126279137e-01	1.0126298964e-01
              390	1.0126277498e-01	1.0126297325e-01
              391	1.0126275884e-01	1.0126295711e-01
              392	1.0126274261e-01	1.0126294089e-01
              393	1.0126272644e-01	1.0126292472e-01
              394	1.0126271037e-01	1.0126290865e-01
              395	1.0126269423e-01	1.0126289251e-01
              396	1.0126267815e-01	1.0126287643e-01
              397	1.0126266213e-01	1.0126286041e-01
              398	1.0126264629e-01	1.0126284458e-01
              399	1.0126263041e-01	1.0126282869e-01
              400	1.0126261440e-01	1.0126281269e-01
              401	1.0126259856e-01	1.0126279684e-01
              402	1.0126258271e-01	1.0126278100e-01
              403	1.0126256687e-01	1.0126276516e-01
              404	1.0126255112e-01	1.0126274941e-01
              405	1.0126253531e-01	1.0126273361e-01
              406	1.0126251947e-01	1.0126271776e-01
              407	1.0126250371e-01	1.0126270200e-01
              408	1.0126248785e-01	1.0126268614e-01
              409	1.0126247215e-01	1.0126267045e-01
              410	1.0126245645e-01	1.0126265475e-01
              411	1.0126244096e-01	1.0126263926e-01
              412	1.0126242538e-01	1.0126262368e-01
              413	1.0126240992e-01	1.0126260823e-01
              414	1.0126239440e-01	1.0126259271e-01
              415	1.0126237891e-01	1.0126257722e-01
              416	1.0126236345e-01	1.0126256175e-01
              417	1.0126234804e-01	1.0126254634e-01
              418	1.0126233267e-01	1.0126253098e-01
              419	1.0126231727e-01	1.0126251558e-01
              420	1.0126230197e-01	1.0126250029e-01
              421	1.0126228677e-01	1.0126248508e-01
              422	1.0126227158e-01	1.0126246990e-01
              423	1.0126225617e-01	1.0126245449e-01
              424	1.0126224096e-01	1.0126243928e-01
              425	1.0126222599e-01	1.0126242431e-01
              426	1.0126221084e-01	1.0126240916e-01
              427	1.0126219575e-01	1.0126239408e-01
              428	1.0126218068e-01	1.0126237901e-01
              429	1.0126216563e-01	1.0126236396e-01
              430	1.0126215061e-01	1.0126234894e-01
              431	1.0126213569e-01	1.0126233402e-01
              432	1.0126212070e-01	1.0126231903e-01
              433	1.0126210573e-01	1.0126230406e-01
              434	1.0126209081e-01	1.0126228915e-01
              435	1.0126207598e-01	1.0126227431e-01
              436	1.0126206115e-01	1.0126225949e-01
              437	1.0126204630e-01	1.0126224464e-01
              438	1.0126203157e-01	1.0126222991e-01
              439	1.0126201690e-01	1.0126221524e-01
              440	1.0126200214e-01	1.0126220048e-01
              441	1.0126198748e-01	1.0126218583e-01
              442	1.0126197282e-01	1.0126217117e-01
              443	1.0126195817e-01	1.0126215652e-01
              444	1.0126194345e-01	1.0126214180e-01
              445	1.0126192889e-01	1.0126212724e-01
              446	1.0126191426e-01	1.0126211261e-01
              447	1.0126189958e-01	1.0126209793e-01
              448	1.0126188489e-01	1.0126208324e-01
              449	1.0126187026e-01	1.0126206862e-01
              450	1.0126185589e-01	1.0126205425e-01
              451	1.0126184134e-01	1.0126203970e-01
              452	1.0126182708e-01	1.0126202544e-01
              453	1.0126181288e-01	1.0126201124e-01
              454	1.0126179845e-01	1.0126199681e-01
              455	1.0126178412e-01	1.0126198249e-01
              456	1.0126176976e-01	1.0126196813e-01
              457	1.0126175544e-01	1.0126195380e-01
              458	1.0126174123e-01	1.0126193960e-01
              459	1.0126172701e-01	1.0126192538e-01
              460	1.0126171279e-01	1.0126191117e-01
              461	1.0126169870e-01	1.0126189708e-01
              462	1.0126168449e-01	1.0126188287e-01
              463	1.0126167031e-01	1.0126186869e-01
              464	1.0126165621e-01	1.0126185459e-01
              465	1.0126164218e-01	1.0126184056e-01
              466	1.0126162801e-01	1.0126182640e-01
              467	1.0126161400e-01	1.0126181238e-01
              468	1.0126159981e-01	1.0126179820e-01
              469	1.0126158569e-01	1.0126178408e-01
              470	1.0126157192e-01	1.0126177031e-01
              471	1.0126155796e-01	1.0126175635e-01
              472	1.0126154405e-01	1.0126174244e-01
              473	1.0126153011e-01	1.0126172851e-01
              474	1.0126151624e-01	1.0126171464e-01
              475	1.0126150231e-01	1.0126170071e-01
              476	1.0126148847e-01	1.0126168687e-01
              477	1.0126147455e-01	1.0126167295e-01
              478	1.0126146064e-01	1.0126165904e-01
              479	1.0126144692e-01	1.0126164532e-01
              480	1.0126143302e-01	1.0126163142e-01
              481	1.0126141926e-01	1.0126161767e-01
              482	1.0126140551e-01	1.0126160392e-01
              483	1.0126139176e-01	1.0126159018e-01
              484	1.0126137806e-01	1.0126157647e-01
              485	1.0126136430e-01	1.0126156272e-01
              486	1.0126135070e-01	1.0126154912e-01
              487	1.0126133711e-01	1.0126153553e-01
              488	1.0126132343e-01	1.0126152185e-01
              489	1.0126130994e-01	1.0126150836e-01
              490	1.0126129639e-01	1.0126149482e-01
              491	1.0126128299e-01	1.0126148141e-01
              492	1.0126126954e-01	1.0126146796e-01
              493	1.0126125609e-01	1.0126145452e-01
              494	1.0126124269e-01	1.0126144112e-01
              495	1.0126122936e-01	1.0126142779e-01
              496	1.0126121600e-01	1.0126141443e-01
              497	1.0126120251e-01	1.0126140095e-01
              498	1.0126118911e-01	1.0126138755e-01
              499	1.0126117583e-01	1.0126137427e-01
              500	1.0126116245e-01	1.0126136089e-01
              501	1.0126114924e-01	1.0126134768e-01
              502	1.0126113582e-01	1.0126133427e-01
              503	1.0126112249e-01	1.0126132094e-01
              504	1.0126110931e-01	1.0126130776e-01
              505	1.0126109621e-01	1.0126129466e-01
              506	1.0126108295e-01	1.0126128140e-01
              507	1.0126106972e-01	1.0126126817e-01
              508	1.0126105644e-01	1.0126125490e-01
              509	1.0126104333e-01	1.0126124179e-01
              510	1.0126103019e-01	1.0126122865e-01
              511	1.0126101694e-01	1.0126121540e-01
              512	1.0126100371e-01	1.0126120217e-01
              513	1.0126099062e-01	1.0126118908e-01
              514	1.0126097759e-01	1.0126117605e-01
              515	1.0126096439e-01	1.0126116286e-01
              516	1.0126095129e-01	1.0126114975e-01
              517	1.0126093827e-01	1.0126113674e-01
              518	1.0126092531e-01	1.0126112378e-01
              519	1.0126091232e-01	1.0126111079e-01
              520	1.0126089953e-01	1.0126109800e-01
              521	1.0126088661e-01	1.0126108509e-01
              522	1.0126087363e-01	1.0126107211e-01
              523	1.0126086081e-01	1.0126105929e-01
              524	1.0126084799e-01	1.0126104647e-01
              525	1.0126083516e-01	1.0126103364e-01
              526	1.0126082229e-01	1.0126102078e-01
              527	1.0126080962e-01	1.0126100810e-01
              528	1.0126079686e-01	1.0126099535e-01
              529	1.0126078412e-01	1.0126098261e-01
              530	1.0126077139e-01	1.0126096989e-01
              531	1.0126075872e-01	1.0126095721e-01
              532	1.0126074604e-01	1.0126094454e-01
              533	1.0126073341e-01	1.0126093191e-01
              534	1.0126072072e-01	1.0126091922e-01
              535	1.0126070808e-01	1.0126090658e-01
              536	1.0126069558e-01	1.0126089408e-01
              537	1.0126068302e-01	1.0126088152e-01
              538	1.0126067042e-01	1.0126086893e-01
              539	1.0126065775e-01	1.0126085626e-01
              540	1.0126064512e-01	1.0126084363e-01
              541	1.0126063236e-01	1.0126083087e-01
              542	1.0126061988e-01	1.0126081840e-01
              543	1.0126060746e-01	1.0126080598e-01
              544	1.0126059504e-01	1.0126079356e-01
              545	1.0126058246e-01	1.0126078098e-01
              546	1.0126057007e-01	1.0126076860e-01
              547	1.0126055768e-01	1.0126075621e-01
              548	1.0126054528e-01	1.0126074381e-01
              549	1.0126053294e-01	1.0126073147e-01
              550	1.0126052059e-01	1.0126071912e-01
              551	1.0126050833e-01	1.0126070686e-01
              552	1.0126049601e-01	1.0126069455e-01
              553	1.0126048382e-01	1.0126068236e-01
              554	1.0126047152e-01	1.0126067005e-01
              555	1.0126045909e-01	1.0126065763e-01
              556	1.0126044676e-01	1.0126064530e-01
              557	1.0126043453e-01	1.0126063308e-01
              558	1.0126042223e-01	1.0126062077e-01
              559	1.0126041002e-01	1.0126060857e-01
              560	1.0126039779e-01	1.0126059634e-01
              561	1.0126038560e-01	1.0126058415e-01
              562	1.0126037346e-01	1.0126057201e-01
              563	1.0126036138e-01	1.0126055994e-01
              564	1.0126034919e-01	1.0126054774e-01
              565	1.0126033710e-01	1.0126053566e-01
              566	1.0126032503e-01	1.0126052359e-01
              567	1.0126031292e-01	1.0126051148e-01
              568	1.0126030082e-01	1.0126049939e-01
              569	1.0126028872e-01	1.0126048728e-01
              570	1.0126027661e-01	1.0126047518e-01
              571	1.0126026459e-01	1.0126046316e-01
              572	1.0126025257e-01	1.0126045114e-01
              573	1.0126024057e-01	1.0126043914e-01
              574	1.0126022857e-01	1.0126042715e-01
              575	1.0126021662e-01	1.0126041520e-01
              576	1.0126020466e-01	1.0126040324e-01
              577	1.0126019261e-01	1.0126039119e-01
              578	1.0126018078e-01	1.0126037936e-01
              579	1.0126016890e-01	1.0126036748e-01
              580	1.0126015692e-01	1.0126035550e-01
              581	1.0126014501e-01	1.0126034360e-01
              582	1.0126013314e-01	1.0126033173e-01
              583	1.0126012133e-01	1.0126031992e-01
              584	1.0126010954e-01	1.0126030814e-01
              585	1.0126009776e-01	1.0126029635e-01
              586	1.0126008597e-01	1.0126028456e-01
              587	1.0126007409e-01	1.0126027269e-01
              588	1.0126006244e-01	1.0126026104e-01
              589	1.0126005057e-01	1.0126024917e-01
              590	1.0126003884e-01	1.0126023745e-01
              591	1.0126002701e-01	1.0126022562e-01
              592	1.0126001537e-01	1.0126021397e-01
              593	1.0126000375e-01	1.0126020236e-01
              594	1.0125999207e-01	1.0126019068e-01
              595	1.0125998033e-01	1.0126017895e-01
              596	1.0125996881e-01	1.0126016743e-01
              597	1.0125995717e-01	1.0126015579e-01
              598	1.0125994553e-01	1.0126014415e-01
              599	1.0125993397e-01	1.0126013259e-01
              600	1.0125992245e-01	1.0126012107e-01
              601	1.0125991099e-01	1.0126010962e-01
              602	1.0125989953e-01	1.0126009816e-01
