#  Region type : all 
#       Cells  : 2349
#       Volume : 3.7500000000e-01
#            Time	weightedVolAverage(H2)	weightedVolAverage(CO2)	weightedVolAverage(CO)	weightedVolAverage(N2)	weightedVolAverage(H2O)
             4050	4.4597647934e-03	6.5066716923e-02	3.1010531984e-01	6.2032448263e-01	4.3715817649e-05
             4051	4.4597654772e-03	6.5066698849e-02	3.1010533550e-01	6.2032448998e-01	4.3710188545e-05
             4052	4.4597661608e-03	6.5066680780e-02	3.1010535117e-01	6.2032449733e-01	4.3704560761e-05
             4053	4.4597668442e-03	6.5066662717e-02	3.1010536683e-01	6.2032450468e-01	4.3698934735e-05
             4054	4.4597675275e-03	6.5066644660e-02	3.1010538248e-01	6.2032451202e-01	4.3693309548e-05
             4055	4.4597682106e-03	6.5066626610e-02	3.1010539813e-01	6.2032451936e-01	4.3687686091e-05
             4056	4.4597688936e-03	6.5066608564e-02	3.1010541378e-01	6.2032452670e-01	4.3682063716e-05
             4057	4.4597695764e-03	6.5066590524e-02	3.1010542942e-01	6.2032453404e-01	4.3676442887e-05
             4058	4.4597702591e-03	6.5066572490e-02	3.1010544505e-01	6.2032454138e-01	4.3670823014e-05
             4059	4.4597709416e-03	6.5066554461e-02	3.1010546068e-01	6.2032454871e-01	4.3665204471e-05
             4060	4.4597716239e-03	6.5066536439e-02	3.1010547631e-01	6.2032455604e-01	4.3659587603e-05
             4061	4.4597723060e-03	6.5066518423e-02	3.1010549193e-01	6.2032456337e-01	4.3653971768e-05
             4062	4.4597729880e-03	6.5066500412e-02	3.1010550754e-01	6.2032457070e-01	4.3648357170e-05
             4063	4.4597736698e-03	6.5066482407e-02	3.1010552315e-01	6.2032457803e-01	4.3642744160e-05
             4064	4.4597743514e-03	6.5066464407e-02	3.1010553876e-01	6.2032458535e-01	4.3637132545e-05
             4065	4.4597750329e-03	6.5066446414e-02	3.1010555436e-01	6.2032459267e-01	4.3631522351e-05
             4066	4.4597757142e-03	6.5066428426e-02	3.1010556995e-01	6.2032459999e-01	4.3625913317e-05
             4067	4.4597763953e-03	6.5066410444e-02	3.1010558554e-01	6.2032460731e-01	4.3620306085e-05
             4068	4.4597770763e-03	6.5066392468e-02	3.1010560113e-01	6.2032461462e-01	4.3614699534e-05
             4069	4.4597777571e-03	6.5066374498e-02	3.1010561671e-01	6.2032462194e-01	4.3609094781e-05
             4070	4.4597784377e-03	6.5066356533e-02	3.1010563229e-01	6.2032462925e-01	4.3603491383e-05
             4071	4.4597791182e-03	6.5066338574e-02	3.1010564786e-01	6.2032463656e-01	4.3597889295e-05
             4072	4.4597797985e-03	6.5066320620e-02	3.1010566343e-01	6.2032464387e-01	4.3592288491e-05
             4073	4.4597804786e-03	6.5066302673e-02	3.1010567899e-01	6.2032465117e-01	4.3586689009e-05
             4074	4.4597811586e-03	6.5066284730e-02	3.1010569455e-01	6.2032465847e-01	4.3581090987e-05
             4075	4.4597818384e-03	6.5066266794e-02	3.1010571010e-01	6.2032466577e-01	4.3575494350e-05
             4076	4.4597825180e-03	6.5066248865e-02	3.1010572565e-01	6.2032467307e-01	4.3569899215e-05
             4077	4.4597831974e-03	6.5066230940e-02	3.1010574119e-01	6.2032468037e-01	4.3564305255e-05
             4078	4.4597838767e-03	6.5066213022e-02	3.1010575673e-01	6.2032468766e-01	4.3558712676e-05
             4079	4.4597845558e-03	6.5066195109e-02	3.1010577226e-01	6.2032469495e-01	4.3553121291e-05
             4080	4.4597852348e-03	6.5066177202e-02	3.1010578779e-01	6.2032470224e-01	4.3547531354e-05
             4081	4.4597859135e-03	6.5066159301e-02	3.1010580331e-01	6.2032470953e-01	4.3541942750e-05
             4082	4.4597865921e-03	6.5066141406e-02	3.1010581883e-01	6.2032471682e-01	4.3536355591e-05
             4083	4.4597872706e-03	6.5066123516e-02	3.1010583434e-01	6.2032472410e-01	4.3530769595e-05
             4084	4.4597879489e-03	6.5066105632e-02	3.1010584985e-01	6.2032473138e-01	4.3525185281e-05
             4085	4.4597886270e-03	6.5066087753e-02	3.1010586535e-01	6.2032473866e-01	4.3519601795e-05
             4086	4.4597893050e-03	6.5066069881e-02	3.1010588085e-01	6.2032474594e-01	4.3514020199e-05
             4087	4.4597899828e-03	6.5066052014e-02	3.1010589635e-01	6.2032475322e-01	4.3508439366e-05
             4088	4.4597906605e-03	6.5066034153e-02	3.1010591184e-01	6.2032476049e-01	4.3502860222e-05
             4089	4.4597913380e-03	6.5066016298e-02	3.1010592732e-01	6.2032476776e-01	4.3497281645e-05
             4090	4.4597920153e-03	6.5065998448e-02	3.1010594280e-01	6.2032477503e-01	4.3491705099e-05
             4091	4.4597926925e-03	6.5065980604e-02	3.1010595828e-01	6.2032478230e-01	4.3486129563e-05
             4092	4.4597933695e-03	6.5065962765e-02	3.1010597375e-01	6.2032478956e-01	4.3480555307e-05
             4093	4.4597940463e-03	6.5065944932e-02	3.1010598921e-01	6.2032479683e-01	4.3474982258e-05
             4094	4.4597947230e-03	6.5065927104e-02	3.1010600467e-01	6.2032480409e-01	4.3469410767e-05
             4095	4.4597953996e-03	6.5065909283e-02	3.1010602013e-01	6.2032481135e-01	4.3463840583e-05
             4096	4.4597960759e-03	6.5065891467e-02	3.1010603558e-01	6.2032481861e-01	4.3458271815e-05
             4097	4.4597967521e-03	6.5065873656e-02	3.1010605103e-01	6.2032482586e-01	4.3452704344e-05
             4098	4.4597974281e-03	6.5065855851e-02	3.1010606647e-01	6.2032483311e-01	4.3447138312e-05
             4099	4.4597981040e-03	6.5065838051e-02	3.1010608191e-01	6.2032484036e-01	4.3441573597e-05
             4100	4.4597987797e-03	6.5065820258e-02	3.1010609734e-01	6.2032484761e-01	4.3436010398e-05
             4101	4.4597994552e-03	6.5065802470e-02	3.1010611277e-01	6.2032485486e-01	4.3430448589e-05
             4102	4.4598001305e-03	6.5065784688e-02	3.1010612819e-01	6.2032486210e-01	4.3424888281e-05
             4103	4.4598008057e-03	6.5065766911e-02	3.1010614361e-01	6.2032486935e-01	4.3419328908e-05
             4104	4.4598014808e-03	6.5065749140e-02	3.1010615902e-01	6.2032487659e-01	4.3413770780e-05
             4105	4.4598021556e-03	6.5065731375e-02	3.1010617443e-01	6.2032488383e-01	4.3408213857e-05
             4106	4.4598028303e-03	6.5065713616e-02	3.1010618983e-01	6.2032489106e-01	4.3402658675e-05
             4107	4.4598035048e-03	6.5065695862e-02	3.1010620523e-01	6.2032489830e-01	4.3397104631e-05
             4108	4.4598041792e-03	6.5065678113e-02	3.1010622063e-01	6.2032490553e-01	4.3391551788e-05
             4109	4.4598048534e-03	6.5065660371e-02	3.1010623601e-01	6.2032491276e-01	4.3386000252e-05
             4110	4.4598055275e-03	6.5065642634e-02	3.1010625140e-01	6.2032491999e-01	4.3380450178e-05
             4111	4.4598062013e-03	6.5065624903e-02	3.1010626678e-01	6.2032492722e-01	4.3374901265e-05
             4112	4.4598068751e-03	6.5065607177e-02	3.1010628215e-01	6.2032493444e-01	4.3369353300e-05
             4113	4.4598075487e-03	6.5065589457e-02	3.1010629753e-01	6.2032494166e-01	4.3363806932e-05
             4114	4.4598082221e-03	6.5065571742e-02	3.1010631289e-01	6.2032494888e-01	4.3358262186e-05
             4115	4.4598088954e-03	6.5065554033e-02	3.1010632825e-01	6.2032495610e-01	4.3352718280e-05
             4116	4.4598095684e-03	6.5065536330e-02	3.1010634361e-01	6.2032496332e-01	4.3347176075e-05
             4117	4.4598102414e-03	6.5065518632e-02	3.1010635896e-01	6.2032497053e-01	4.3341634779e-05
             4118	4.4598109142e-03	6.5065500940e-02	3.1010637431e-01	6.2032497774e-01	4.3336095064e-05
             4119	4.4598115868e-03	6.5065483253e-02	3.1010638965e-01	6.2032498495e-01	4.3330556549e-05
             4120	4.4598122592e-03	6.5065465572e-02	3.1010640499e-01	6.2032499216e-01	4.3325019170e-05
             4121	4.4598129315e-03	6.5065447896e-02	3.1010642032e-01	6.2032499937e-01	4.3319483491e-05
             4122	4.4598136037e-03	6.5065430226e-02	3.1010643565e-01	6.2032500657e-01	4.3313949120e-05
             4123	4.4598142756e-03	6.5065412561e-02	3.1010645097e-01	6.2032501377e-01	4.3308415983e-05
             4124	4.4598149474e-03	6.5065394902e-02	3.1010646629e-01	6.2032502097e-01	4.3302884476e-05
             4125	4.4598156190e-03	6.5065377249e-02	3.1010648161e-01	6.2032502817e-01	4.3297354025e-05
             4126	4.4598162905e-03	6.5065359601e-02	3.1010649692e-01	6.2032503537e-01	4.3291824654e-05
             4127	4.4598169618e-03	6.5065341958e-02	3.1010651222e-01	6.2032504256e-01	4.3286296722e-05
             4128	4.4598176330e-03	6.5065324321e-02	3.1010652752e-01	6.2032504975e-01	4.3280770102e-05
             4129	4.4598183040e-03	6.5065306690e-02	3.1010654282e-01	6.2032505694e-01	4.3275244808e-05
             4130	4.4598189749e-03	6.5065289063e-02	3.1010655811e-01	6.2032506413e-01	4.3269721033e-05
             4131	4.4598196455e-03	6.5065271443e-02	3.1010657340e-01	6.2032507132e-01	4.3264198659e-05
             4132	4.4598203160e-03	6.5065253829e-02	3.1010658868e-01	6.2032507850e-01	4.3258677238e-05
             4133	4.4598209864e-03	6.5065236219e-02	3.1010660395e-01	6.2032508568e-01	4.3253157322e-05
             4134	4.4598216566e-03	6.5065218616e-02	3.1010661923e-01	6.2032509286e-01	4.3247638715e-05
             4135	4.4598223266e-03	6.5065201018e-02	3.1010663449e-01	6.2032510004e-01	4.3242121011e-05
             4136	4.4598229965e-03	6.5065183425e-02	3.1010664976e-01	6.2032510722e-01	4.3236604896e-05
             4137	4.4598236663e-03	6.5065165839e-02	3.1010666501e-01	6.2032511439e-01	4.3231090141e-05
             4138	4.4598243358e-03	6.5065148258e-02	3.1010668027e-01	6.2032512156e-01	4.3225576740e-05
             4139	4.4598250052e-03	6.5065130682e-02	3.1010669552e-01	6.2032512873e-01	4.3220064337e-05
             4140	4.4598256745e-03	6.5065113112e-02	3.1010671076e-01	6.2032513590e-01	4.3214553065e-05
             4141	4.4598263436e-03	6.5065095547e-02	3.1010672600e-01	6.2032514307e-01	4.3209043425e-05
             4142	4.4598270125e-03	6.5065077988e-02	3.1010674124e-01	6.2032515023e-01	4.3203534814e-05
             4143	4.4598276813e-03	6.5065060434e-02	3.1010675647e-01	6.2032515739e-01	4.3198027624e-05
             4144	4.4598283499e-03	6.5065042886e-02	3.1010677169e-01	6.2032516455e-01	4.3192521672e-05
             4145	4.4598290184e-03	6.5065025344e-02	3.1010678691e-01	6.2032517171e-01	4.3187017274e-05
             4146	4.4598296866e-03	6.5065007807e-02	3.1010680213e-01	6.2032517886e-01	4.3181513841e-05
             4147	4.4598303548e-03	6.5064990275e-02	3.1010681734e-01	6.2032518602e-01	4.3176012104e-05
             4148	4.4598310228e-03	6.5064972749e-02	3.1010683255e-01	6.2032519317e-01	4.3170511025e-05
             4149	4.4598316906e-03	6.5064955229e-02	3.1010684775e-01	6.2032520032e-01	4.3165011529e-05
             4150	4.4598323583e-03	6.5064937714e-02	3.1010686295e-01	6.2032520747e-01	4.3159513172e-05
             4151	4.4598330258e-03	6.5064920205e-02	3.1010687814e-01	6.2032521461e-01	4.3154016513e-05
             4152	4.4598336931e-03	6.5064902701e-02	3.1010689333e-01	6.2032522176e-01	4.3148520883e-05
             4153	4.4598343603e-03	6.5064885203e-02	3.1010690851e-01	6.2032522890e-01	4.3143026624e-05
             4154	4.4598350274e-03	6.5064867710e-02	3.1010692369e-01	6.2032523604e-01	4.3137533533e-05
             4155	4.4598356943e-03	6.5064850222e-02	3.1010693887e-01	6.2032524318e-01	4.3132041631e-05
             4156	4.4598363610e-03	6.5064832741e-02	3.1010695404e-01	6.2032525031e-01	4.3126551172e-05
             4157	4.4598370275e-03	6.5064815265e-02	3.1010696920e-01	6.2032525745e-01	4.3121061939e-05
             4158	4.4598376940e-03	6.5064797793e-02	3.1010698436e-01	6.2032526458e-01	4.3115573596e-05
             4159	4.4598383602e-03	6.5064780327e-02	3.1010699952e-01	6.2032527171e-01	4.3110086728e-05
             4160	4.4598390264e-03	6.5064762867e-02	3.1010701467e-01	6.2032527884e-01	4.3104601183e-05
             4161	4.4598396923e-03	6.5064745413e-02	3.1010702982e-01	6.2032528596e-01	4.3099117273e-05
             4162	4.4598403581e-03	6.5064727965e-02	3.1010704496e-01	6.2032529308e-01	4.3093634196e-05
             4163	4.4598410237e-03	6.5064710521e-02	3.1010706010e-01	6.2032530021e-01	4.3088152506e-05
             4164	4.4598416892e-03	6.5064693083e-02	3.1010707523e-01	6.2032530733e-01	4.3082672292e-05
             4165	4.4598423545e-03	6.5064675650e-02	3.1010709036e-01	6.2032531444e-01	4.3077193325e-05
             4166	4.4598430196e-03	6.5064658223e-02	3.1010710548e-01	6.2032532156e-01	4.3071715565e-05
             4167	4.4598436846e-03	6.5064640801e-02	3.1010712060e-01	6.2032532867e-01	4.3066238703e-05
             4168	4.4598443495e-03	6.5064623385e-02	3.1010713572e-01	6.2032533579e-01	4.3060763405e-05
             4169	4.4598450142e-03	6.5064605974e-02	3.1010715083e-01	6.2032534290e-01	4.3055289540e-05
             4170	4.4598456787e-03	6.5064588568e-02	3.1010716593e-01	6.2032535000e-01	4.3049817042e-05
             4171	4.4598463431e-03	6.5064571168e-02	3.1010718103e-01	6.2032535711e-01	4.3044345805e-05
             4172	4.4598470073e-03	6.5064553773e-02	3.1010719613e-01	6.2032536422e-01	4.3038875601e-05
             4173	4.4598476714e-03	6.5064536384e-02	3.1010721122e-01	6.2032537132e-01	4.3033406523e-05
             4174	4.4598483353e-03	6.5064519001e-02	3.1010722631e-01	6.2032537842e-01	4.3027938845e-05
             4175	4.4598489990e-03	6.5064501622e-02	3.1010724139e-01	6.2032538552e-01	4.3022472235e-05
             4176	4.4598496626e-03	6.5064484250e-02	3.1010725647e-01	6.2032539261e-01	4.3017007222e-05
             4177	4.4598503261e-03	6.5064466883e-02	3.1010727154e-01	6.2032539971e-01	4.3011543291e-05
             4178	4.4598509894e-03	6.5064449521e-02	3.1010728661e-01	6.2032540680e-01	4.3006080669e-05
             4179	4.4598516525e-03	6.5064432164e-02	3.1010730168e-01	6.2032541389e-01	4.3000619085e-05
             4180	4.4598523155e-03	6.5064414813e-02	3.1010731673e-01	6.2032542098e-01	4.2995159268e-05
             4181	4.4598529783e-03	6.5064397467e-02	3.1010733179e-01	6.2032542806e-01	4.2989700257e-05
             4182	4.4598536410e-03	6.5064380127e-02	3.1010734684e-01	6.2032543515e-01	4.2984242607e-05
             4183	4.4598543034e-03	6.5064362792e-02	3.1010736189e-01	6.2032544223e-01	4.2978786431e-05
             4184	4.4598549658e-03	6.5064345463e-02	3.1010737693e-01	6.2032544931e-01	4.2973331163e-05
             4185	4.4598556280e-03	6.5064328138e-02	3.1010739197e-01	6.2032545639e-01	4.2967877315e-05
             4186	4.4598562901e-03	6.5064310819e-02	3.1010740700e-01	6.2032546347e-01	4.2962424737e-05
             4187	4.4598569520e-03	6.5064293506e-02	3.1010742203e-01	6.2032547054e-01	4.2956973453e-05
             4188	4.4598576137e-03	6.5064276198e-02	3.1010743705e-01	6.2032547761e-01	4.2951523442e-05
             4189	4.4598582753e-03	6.5064258895e-02	3.1010745207e-01	6.2032548469e-01	4.2946075226e-05
             4190	4.4598589367e-03	6.5064241598e-02	3.1010746708e-01	6.2032549175e-01	4.2940627567e-05
             4191	4.4598595980e-03	6.5064224306e-02	3.1010748209e-01	6.2032549882e-01	4.2935181422e-05
             4192	4.4598602591e-03	6.5064207020e-02	3.1010749710e-01	6.2032550589e-01	4.2929736196e-05
             4193	4.4598609201e-03	6.5064189739e-02	3.1010751210e-01	6.2032551295e-01	4.2924292444e-05
             4194	4.4598615809e-03	6.5064172463e-02	3.1010752710e-01	6.2032552001e-01	4.2918849868e-05
             4195	4.4598622416e-03	6.5064155193e-02	3.1010754209e-01	6.2032552707e-01	4.2913408332e-05
             4196	4.4598629021e-03	6.5064137928e-02	3.1010755707e-01	6.2032553413e-01	4.2907968063e-05
             4197	4.4598635624e-03	6.5064120669e-02	3.1010757206e-01	6.2032554118e-01	4.2902529341e-05
             4198	4.4598642226e-03	6.5064103415e-02	3.1010758704e-01	6.2032554824e-01	4.2897091591e-05
             4199	4.4598648827e-03	6.5064086167e-02	3.1010760201e-01	6.2032555529e-01	4.2891655007e-05
             4200	4.4598655426e-03	6.5064068923e-02	3.1010761698e-01	6.2032556234e-01	4.2886219972e-05
             4201	4.4598662024e-03	6.5064051686e-02	3.1010763194e-01	6.2032556938e-01	4.2880785910e-05
             4202	4.4598668620e-03	6.5064034453e-02	3.1010764690e-01	6.2032557643e-01	4.2875353417e-05
             4203	4.4598675214e-03	6.5064017226e-02	3.1010766186e-01	6.2032558347e-01	4.2869921758e-05
             4204	4.4598681807e-03	6.5064000004e-02	3.1010767681e-01	6.2032559051e-01	4.2864491480e-05
             4205	4.4598688398e-03	6.5063982787e-02	3.1010769176e-01	6.2032559755e-01	4.2859062636e-05
             4206	4.4598694987e-03	6.5063965577e-02	3.1010770670e-01	6.2032560459e-01	4.2853635111e-05
             4207	4.4598701576e-03	6.5063948371e-02	3.1010772164e-01	6.2032561163e-01	4.2848208661e-05
             4208	4.4598708162e-03	6.5063931171e-02	3.1010773657e-01	6.2032561866e-01	4.2842783412e-05
             4209	4.4598714747e-03	6.5063913976e-02	3.1010775150e-01	6.2032562569e-01	4.2837359429e-05
             4210	4.4598721331e-03	6.5063896785e-02	3.1010776642e-01	6.2032563272e-01	4.2831936612e-05
             4211	4.4598727913e-03	6.5063879601e-02	3.1010778134e-01	6.2032563975e-01	4.2826514934e-05
             4212	4.4598734494e-03	6.5063862422e-02	3.1010779626e-01	6.2032564678e-01	4.2821094676e-05
             4213	4.4598741073e-03	6.5063845249e-02	3.1010781117e-01	6.2032565380e-01	4.2815675642e-05
             4214	4.4598747650e-03	6.5063828080e-02	3.1010782607e-01	6.2032566082e-01	4.2810257715e-05
             4215	4.4598754226e-03	6.5063810917e-02	3.1010784097e-01	6.2032566785e-01	4.2804841149e-05
             4216	4.4598760801e-03	6.5063793758e-02	3.1010785587e-01	6.2032567486e-01	4.2799425772e-05
             4217	4.4598767374e-03	6.5063776605e-02	3.1010787076e-01	6.2032568188e-01	4.2794011837e-05
             4218	4.4598773946e-03	6.5063759457e-02	3.1010788565e-01	6.2032568890e-01	4.2788599053e-05
             4219	4.4598780516e-03	6.5063742315e-02	3.1010790054e-01	6.2032569591e-01	4.2783187536e-05
             4220	4.4598787084e-03	6.5063725178e-02	3.1010791542e-01	6.2032570292e-01	4.2777777450e-05
             4221	4.4598793651e-03	6.5063708047e-02	3.1010793029e-01	6.2032570993e-01	4.2772368303e-05
             4222	4.4598800216e-03	6.5063690921e-02	3.1010794516e-01	6.2032571693e-01	4.2766960471e-05
             4223	4.4598806780e-03	6.5063673800e-02	3.1010796003e-01	6.2032572394e-01	4.2761554133e-05
             4224	4.4598813342e-03	6.5063656684e-02	3.1010797489e-01	6.2032573094e-01	4.2756148635e-05
             4225	4.4598819903e-03	6.5063639574e-02	3.1010798975e-01	6.2032573794e-01	4.2750744551e-05
             4226	4.4598826462e-03	6.5063622469e-02	3.1010800460e-01	6.2032574494e-01	4.2745341451e-05
             4227	4.4598833020e-03	6.5063605370e-02	3.1010801945e-01	6.2032575194e-01	4.2739939870e-05
             4228	4.4598839576e-03	6.5063588276e-02	3.1010803429e-01	6.2032575894e-01	4.2734539242e-05
             4229	4.4598846131e-03	6.5063571186e-02	3.1010804913e-01	6.2032576593e-01	4.2729139938e-05
             4230	4.4598852684e-03	6.5063554102e-02	3.1010806397e-01	6.2032577292e-01	4.2723741846e-05
             4231	4.4598859236e-03	6.5063537024e-02	3.1010807880e-01	6.2032577991e-01	4.2718345075e-05
             4232	4.4598865786e-03	6.5063519951e-02	3.1010809362e-01	6.2032578690e-01	4.2712949715e-05
             4233	4.4598872335e-03	6.5063502884e-02	3.1010810844e-01	6.2032579388e-01	4.2707555465e-05
             4234	4.4598878882e-03	6.5063485821e-02	3.1010812326e-01	6.2032580087e-01	4.2702162417e-05
             4235	4.4598885427e-03	6.5063468764e-02	3.1010813807e-01	6.2032580785e-01	4.2696770641e-05
             4236	4.4598891971e-03	6.5063451712e-02	3.1010815288e-01	6.2032581483e-01	4.2691379856e-05
             4237	4.4598898514e-03	6.5063434665e-02	3.1010816768e-01	6.2032582181e-01	4.2685990209e-05
             4238	4.4598905055e-03	6.5063417624e-02	3.1010818248e-01	6.2032582879e-01	4.2680602245e-05
             4239	4.4598911595e-03	6.5063400588e-02	3.1010819728e-01	6.2032583576e-01	4.2675215419e-05
             4240	4.4598918132e-03	6.5063383557e-02	3.1010821207e-01	6.2032584273e-01	4.2669829762e-05
             4241	4.4598924669e-03	6.5063366532e-02	3.1010822685e-01	6.2032584970e-01	4.2664445272e-05
             4242	4.4598931204e-03	6.5063349512e-02	3.1010824163e-01	6.2032585667e-01	4.2659062153e-05
             4243	4.4598937738e-03	6.5063332497e-02	3.1010825641e-01	6.2032586364e-01	4.2653680128e-05
             4244	4.4598944270e-03	6.5063315487e-02	3.1010827118e-01	6.2032587060e-01	4.2648299265e-05
             4245	4.4598950801e-03	6.5063298482e-02	3.1010828595e-01	6.2032587757e-01	4.2642919914e-05
             4246	4.4598957330e-03	6.5063281482e-02	3.1010830072e-01	6.2032588453e-01	4.2637541438e-05
             4247	4.4598963857e-03	6.5063264488e-02	3.1010831548e-01	6.2032589149e-01	4.2632164250e-05
             4248	4.4598970383e-03	6.5063247499e-02	3.1010833023e-01	6.2032589844e-01	4.2626788145e-05
             4249	4.4598976908e-03	6.5063230514e-02	3.1010834498e-01	6.2032590540e-01	4.2621413351e-05
             4250	4.4598983431e-03	6.5063213535e-02	3.1010835973e-01	6.2032591235e-01	4.2616040017e-05
             4251	4.4598989953e-03	6.5063196563e-02	3.1010837447e-01	6.2032591930e-01	4.2610667725e-05
             4252	4.4598996473e-03	6.5063179594e-02	3.1010838921e-01	6.2032592625e-01	4.2605296706e-05
             4253	4.4599002991e-03	6.5063162631e-02	3.1010840394e-01	6.2032593320e-01	4.2599926738e-05
             4254	4.4599009509e-03	6.5063145673e-02	3.1010841867e-01	6.2032594015e-01	4.2594558167e-05
             4255	4.4599016024e-03	6.5063128720e-02	3.1010843339e-01	6.2032594709e-01	4.2589190636e-05
             4256	4.4599022538e-03	6.5063111773e-02	3.1010844811e-01	6.2032595403e-01	4.2583824545e-05
             4257	4.4599029050e-03	6.5063094831e-02	3.1010846283e-01	6.2032596097e-01	4.2578459820e-05
             4258	4.4599035561e-03	6.5063077893e-02	3.1010847754e-01	6.2032596791e-01	4.2573096068e-05
             4259	4.4599042071e-03	6.5063060962e-02	3.1010849225e-01	6.2032597485e-01	4.2567733738e-05
             4260	4.4599048578e-03	6.5063044035e-02	3.1010850695e-01	6.2032598178e-01	4.2562372480e-05
             4261	4.4599055085e-03	6.5063027113e-02	3.1010852165e-01	6.2032598872e-01	4.2557012486e-05
             4262	4.4599061589e-03	6.5063010198e-02	3.1010853634e-01	6.2032599565e-01	4.2551653949e-05
             4263	4.4599068093e-03	6.5062993286e-02	3.1010855103e-01	6.2032600258e-01	4.2546296535e-05
             4264	4.4599074595e-03	6.5062976380e-02	3.1010856572e-01	6.2032600950e-01	4.2540940094e-05
             4265	4.4599081095e-03	6.5062959480e-02	3.1010858040e-01	6.2032601643e-01	4.2535585064e-05
             4266	4.4599087594e-03	6.5062942584e-02	3.1010859507e-01	6.2032602335e-01	4.2530231097e-05
             4267	4.4599094091e-03	6.5062925694e-02	3.1010860975e-01	6.2032603027e-01	4.2524878289e-05
             4268	4.4599100587e-03	6.5062908808e-02	3.1010862441e-01	6.2032603719e-01	4.2519526756e-05
             4269	4.4599107082e-03	6.5062891928e-02	3.1010863908e-01	6.2032604411e-01	4.2514176651e-05
             4270	4.4599113574e-03	6.5062875053e-02	3.1010865374e-01	6.2032605103e-01	4.2508828052e-05
             4271	4.4599120065e-03	6.5062858183e-02	3.1010866839e-01	6.2032605794e-01	4.2503480195e-05
             4272	4.4599126555e-03	6.5062841318e-02	3.1010868304e-01	6.2032606485e-01	4.2498133510e-05
             4273	4.4599133044e-03	6.5062824459e-02	3.1010869769e-01	6.2032607176e-01	4.2492788203e-05
             4274	4.4599139530e-03	6.5062807604e-02	3.1010871233e-01	6.2032607867e-01	4.2487444217e-05
             4275	4.4599146016e-03	6.5062790755e-02	3.1010872697e-01	6.2032608558e-01	4.2482101454e-05
             4276	4.4599152499e-03	6.5062773912e-02	3.1010874160e-01	6.2032609248e-01	4.2476759713e-05
             4277	4.4599158982e-03	6.5062757072e-02	3.1010875623e-01	6.2032609938e-01	4.2471419293e-05
             4278	4.4599165462e-03	6.5062740239e-02	3.1010877085e-01	6.2032610628e-01	4.2466080126e-05
             4279	4.4599171942e-03	6.5062723410e-02	3.1010878547e-01	6.2032611318e-01	4.2460742115e-05
             4280	4.4599178420e-03	6.5062706586e-02	3.1010880009e-01	6.2032612008e-01	4.2455405475e-05
             4281	4.4599184896e-03	6.5062689768e-02	3.1010881470e-01	6.2032612697e-01	4.2450069853e-05
             4282	4.4599191371e-03	6.5062672954e-02	3.1010882931e-01	6.2032613387e-01	4.2444735277e-05
             4283	4.4599197845e-03	6.5062656146e-02	3.1010884391e-01	6.2032614076e-01	4.2439402285e-05
             4284	4.4599204317e-03	6.5062639343e-02	3.1010885851e-01	6.2032614765e-01	4.2434070228e-05
             4285	4.4599210787e-03	6.5062622545e-02	3.1010887310e-01	6.2032615454e-01	4.2428739389e-05
             4286	4.4599217256e-03	6.5062605752e-02	3.1010888769e-01	6.2032616142e-01	4.2423409887e-05
             4287	4.4599223724e-03	6.5062588964e-02	3.1010890228e-01	6.2032616831e-01	4.2418081436e-05
             4288	4.4599230190e-03	6.5062572181e-02	3.1010891686e-01	6.2032617519e-01	4.2412754234e-05
             4289	4.4599236655e-03	6.5062555404e-02	3.1010893143e-01	6.2032618207e-01	4.2407427992e-05
             4290	4.4599243118e-03	6.5062538631e-02	3.1010894601e-01	6.2032618895e-01	4.2402103105e-05
             4291	4.4599249580e-03	6.5062521864e-02	3.1010896057e-01	6.2032619582e-01	4.2396779453e-05
             4292	4.4599256040e-03	6.5062505101e-02	3.1010897514e-01	6.2032620270e-01	4.2391457134e-05
             4293	4.4599262498e-03	6.5062488344e-02	3.1010898970e-01	6.2032620957e-01	4.2386135780e-05
             4294	4.4599268956e-03	6.5062471592e-02	3.1010900425e-01	6.2032621644e-01	4.2380815775e-05
             4295	4.4599275411e-03	6.5062454845e-02	3.1010901880e-01	6.2032622331e-01	4.2375496937e-05
             4296	4.4599281866e-03	6.5062438104e-02	3.1010903335e-01	6.2032623018e-01	4.2370179408e-05
             4297	4.4599288318e-03	6.5062421367e-02	3.1010904789e-01	6.2032623704e-01	4.2364862896e-05
             4298	4.4599294770e-03	6.5062404636e-02	3.1010906243e-01	6.2032624391e-01	4.2359547935e-05
             4299	4.4599301219e-03	6.5062387909e-02	3.1010907697e-01	6.2032625077e-01	4.2354233926e-05
             4300	4.4599307668e-03	6.5062371187e-02	3.1010909150e-01	6.2032625763e-01	4.2348921116e-05
             4301	4.4599314114e-03	6.5062354471e-02	3.1010910602e-01	6.2032626449e-01	4.2343609675e-05
             4302	4.4599320559e-03	6.5062337761e-02	3.1010912054e-01	6.2032627134e-01	4.2338299349e-05
             4303	4.4599327003e-03	6.5062321055e-02	3.1010913506e-01	6.2032627820e-01	4.2332989905e-05
             4304	4.4599333446e-03	6.5062304354e-02	3.1010914957e-01	6.2032628505e-01	4.2327681877e-05
             4305	4.4599339887e-03	6.5062287658e-02	3.1010916408e-01	6.2032629190e-01	4.2322375181e-05
             4306	4.4599346326e-03	6.5062270966e-02	3.1010917858e-01	6.2032629875e-01	4.2317069218e-05
