#  Region type : all 
#       Cells  : 2349
#       Volume : 3.7500000000e-01
#            Time	weightedVolAverage(H2)	weightedVolAverage(CO2)	weightedVolAverage(CO)	weightedVolAverage(N2)	weightedVolAverage(H2O)
              254	4.4541502348e-03	6.5302678206e-02	3.0990989882e-01	6.2024463959e-01	8.8633145990e-05
              255	4.4541541808e-03	6.5302359872e-02	3.0991015249e-01	6.2024472971e-01	8.8603746876e-05
              256	4.4541581204e-03	6.5302042734e-02	3.0991040523e-01	6.2024481953e-01	8.8574385718e-05
              257	4.4541620535e-03	6.5301726786e-02	3.0991065705e-01	6.2024490905e-01	8.8545063232e-05
              258	4.4541659802e-03	6.5301412019e-02	3.0991090794e-01	6.2024499828e-01	8.8515779350e-05
              259	4.4541699005e-03	6.5301098421e-02	3.0991115793e-01	6.2024508722e-01	8.8486533563e-05
              260	4.4541738144e-03	6.5300785988e-02	3.0991140701e-01	6.2024517586e-01	8.8457326677e-05
              261	4.4541777221e-03	6.5300474703e-02	3.0991165519e-01	6.2024526422e-01	8.8428156668e-05
              262	4.4541816234e-03	6.5300164563e-02	3.0991190249e-01	6.2024535230e-01	8.8399024675e-05
              263	4.4541855186e-03	6.5299855553e-02	3.0991214891e-01	6.2024544009e-01	8.8369929821e-05
              264	4.4541894075e-03	6.5299547670e-02	3.0991239445e-01	6.2024552760e-01	8.8340872511e-05
              265	4.4541932902e-03	6.5299240900e-02	3.0991263912e-01	6.2024561483e-01	8.8311852302e-05
              266	4.4541971668e-03	6.5298935240e-02	3.0991288293e-01	6.2024570179e-01	8.8282869441e-05
              267	4.4542010372e-03	6.5298630678e-02	3.0991312589e-01	6.2024578847e-01	8.8253923660e-05
              268	4.4542049016e-03	6.5298327204e-02	3.0991336800e-01	6.2024587488e-01	8.8225014453e-05
              269	4.4542087598e-03	6.5298024813e-02	3.0991360927e-01	6.2024596102e-01	8.8196142199e-05
              270	4.4542126121e-03	6.5297723492e-02	3.0991384970e-01	6.2024604689e-01	8.8167306411e-05
              271	4.4542164583e-03	6.5297423237e-02	3.0991408931e-01	6.2024613249e-01	8.8138507029e-05
              272	4.4542202987e-03	6.5297124036e-02	3.0991432809e-01	6.2024621783e-01	8.8109743261e-05
              273	4.4542241331e-03	6.5296825885e-02	3.0991456606e-01	6.2024630291e-01	8.8081015531e-05
              274	4.4542279617e-03	6.5296528772e-02	3.0991480322e-01	6.2024638773e-01	8.8052323391e-05
              275	4.4542317843e-03	6.5296232694e-02	3.0991503957e-01	6.2024647228e-01	8.8023667668e-05
              276	4.4542356010e-03	6.5295937641e-02	3.0991527513e-01	6.2024655658e-01	8.7995047730e-05
              277	4.4542394120e-03	6.5295643604e-02	3.0991550989e-01	6.2024664063e-01	8.7966462908e-05
              278	4.4542432174e-03	6.5295350571e-02	3.0991574387e-01	6.2024672442e-01	8.7937911955e-05
              279	4.4542470170e-03	6.5295058540e-02	3.0991597708e-01	6.2024680797e-01	8.7909396133e-05
              280	4.4542508108e-03	6.5294767504e-02	3.0991620951e-01	6.2024689126e-01	8.7880915987e-05
              281	4.4542545989e-03	6.5294477456e-02	3.0991644117e-01	6.2024697431e-01	8.7852471228e-05
              282	4.4542583814e-03	6.5294188384e-02	3.0991667207e-01	6.2024705711e-01	8.7824060343e-05
              283	4.4542621583e-03	6.5293900283e-02	3.0991690221e-01	6.2024713967e-01	8.7795683548e-05
              284	4.4542659295e-03	6.5293613150e-02	3.0991713160e-01	6.2024722198e-01	8.7767342367e-05
              285	4.4542696952e-03	6.5293326973e-02	3.0991736024e-01	6.2024730405e-01	8.7739034922e-05
              286	4.4542734554e-03	6.5293041745e-02	3.0991758815e-01	6.2024738589e-01	8.7710761067e-05
              287	4.4542772101e-03	6.5292757460e-02	3.0991781532e-01	6.2024746749e-01	8.7682520932e-05
              288	4.4542809593e-03	6.5292474113e-02	3.0991804176e-01	6.2024754885e-01	8.7654314864e-05
              289	4.4542847030e-03	6.5292191695e-02	3.0991826748e-01	6.2024762998e-01	8.7626142279e-05
              290	4.4542884414e-03	6.5291910199e-02	3.0991849248e-01	6.2024771088e-01	8.7598002680e-05
              291	4.4542921744e-03	6.5291629620e-02	3.0991871676e-01	6.2024779155e-01	8.7569896671e-05
              292	4.4542959019e-03	6.5291349951e-02	3.0991894034e-01	6.2024787199e-01	8.7541823742e-05
              293	4.4542996242e-03	6.5291071184e-02	3.0991916321e-01	6.2024795220e-01	8.7513783777e-05
              294	4.4543033412e-03	6.5290793313e-02	3.0991938539e-01	6.2024803218e-01	8.7485776446e-05
              295	4.4543070528e-03	6.5290516334e-02	3.0991960687e-01	6.2024811194e-01	8.7457802248e-05
              296	4.4543107592e-03	6.5290240239e-02	3.0991982766e-01	6.2024819148e-01	8.7429860876e-05
              297	4.4543144603e-03	6.5289965023e-02	3.0992004776e-01	6.2024827080e-01	8.7401952072e-05
              298	4.4543181563e-03	6.5289690678e-02	3.0992026719e-01	6.2024834990e-01	8.7374075460e-05
              299	4.4543218470e-03	6.5289417199e-02	3.0992048595e-01	6.2024842878e-01	8.7346231089e-05
              300	4.4543255325e-03	6.5289144581e-02	3.0992070403e-01	6.2024850744e-01	8.7318419209e-05
              301	4.4543292130e-03	6.5288872816e-02	3.0992092145e-01	6.2024858589e-01	8.7290638929e-05
              302	4.4543328884e-03	6.5288601896e-02	3.0992113820e-01	6.2024866412e-01	8.7262889584e-05
              303	4.4543365588e-03	6.5288331817e-02	3.0992135431e-01	6.2024874214e-01	8.7235171916e-05
              304	4.4543402241e-03	6.5288062576e-02	3.0992156976e-01	6.2024881996e-01	8.7207485915e-05
              305	4.4543438842e-03	6.5287794167e-02	3.0992178456e-01	6.2024889756e-01	8.7179832304e-05
              306	4.4543475394e-03	6.5287526584e-02	3.0992199872e-01	6.2024897495e-01	8.7152209820e-05
              307	4.4543511895e-03	6.5287259821e-02	3.0992221224e-01	6.2024905213e-01	8.7124619219e-05
              308	4.4543548347e-03	6.5286993870e-02	3.0992242512e-01	6.2024912911e-01	8.7097058827e-05
              309	4.4543584749e-03	6.5286728728e-02	3.0992263738e-01	6.2024920589e-01	8.7069529628e-05
              310	4.4543621103e-03	6.5286464387e-02	3.0992284901e-01	6.2024928246e-01	8.7042030727e-05
              311	4.4543657409e-03	6.5286200843e-02	3.0992306002e-01	6.2024935884e-01	8.7014562342e-05
              312	4.4543693665e-03	6.5285938091e-02	3.0992327041e-01	6.2024943501e-01	8.6987124529e-05
              313	4.4543729873e-03	6.5285676127e-02	3.0992348019e-01	6.2024951098e-01	8.6959717472e-05
              314	4.4543766032e-03	6.5285414946e-02	3.0992368935e-01	6.2024958676e-01	8.6932340995e-05
              315	4.4543802144e-03	6.5285154540e-02	3.0992389791e-01	6.2024966234e-01	8.6904994230e-05
              316	4.4543838208e-03	6.5284894906e-02	3.0992410588e-01	6.2024973772e-01	8.6877677455e-05
              317	4.4543874225e-03	6.5284636036e-02	3.0992431324e-01	6.2024981291e-01	8.6850390239e-05
              318	4.4543910196e-03	6.5284377923e-02	3.0992452001e-01	6.2024988791e-01	8.6823132128e-05
              319	4.4543946119e-03	6.5284120569e-02	3.0992472620e-01	6.2024996272e-01	8.6795904143e-05
              320	4.4543981994e-03	6.5283863967e-02	3.0992493179e-01	6.2025003733e-01	8.6768706266e-05
              321	4.4544017822e-03	6.5283608113e-02	3.0992513681e-01	6.2025011176e-01	8.6741538927e-05
              322	4.4544053603e-03	6.5283353001e-02	3.0992534124e-01	6.2025018600e-01	8.6714400794e-05
              323	4.4544089337e-03	6.5283098627e-02	3.0992554510e-01	6.2025026005e-01	8.6687292321e-05
              324	4.4544125026e-03	6.5282844987e-02	3.0992574838e-01	6.2025033391e-01	8.6660213132e-05
              325	4.4544160599e-03	6.5282591965e-02	3.0992595061e-01	6.2025040661e-01	8.6634757534e-05
              326	4.4544196197e-03	6.5282339775e-02	3.0992615277e-01	6.2025048011e-01	8.6607722221e-05
              327	4.4544231750e-03	6.5282088301e-02	3.0992635437e-01	6.2025055344e-01	8.6580714470e-05
              328	4.4544267258e-03	6.5281837542e-02	3.0992655541e-01	6.2025062658e-01	8.6553735410e-05
              329	4.4544302651e-03	6.5281587384e-02	3.0992675541e-01	6.2025069856e-01	8.6528375616e-05
              330	4.4544338070e-03	6.5281338040e-02	3.0992695536e-01	6.2025077136e-01	8.6501439335e-05
              331	4.4544373444e-03	6.5281089396e-02	3.0992715475e-01	6.2025084397e-01	8.6474530584e-05
              332	4.4544408703e-03	6.5280841341e-02	3.0992735312e-01	6.2025091543e-01	8.6449239173e-05
              333	4.4544443989e-03	6.5280594086e-02	3.0992755144e-01	6.2025098770e-01	8.6422372650e-05
              334	4.4544479231e-03	6.5280347518e-02	3.0992774922e-01	6.2025105980e-01	8.6395532987e-05
              335	4.4544514359e-03	6.5280101527e-02	3.0992794598e-01	6.2025113075e-01	8.6370308132e-05
              336	4.4544549512e-03	6.5279856326e-02	3.0992814271e-01	6.2025120251e-01	8.6343510766e-05
              337	4.4544584554e-03	6.5279611689e-02	3.0992833842e-01	6.2025127311e-01	8.6318325514e-05
              338	4.4544619622e-03	6.5279367832e-02	3.0992853409e-01	6.2025134454e-01	8.6291567854e-05
              339	4.4544654647e-03	6.5279124641e-02	3.0992872925e-01	6.2025141581e-01	8.6264836206e-05
              340	4.4544689560e-03	6.5278882007e-02	3.0992892341e-01	6.2025148592e-01	8.6239714088e-05
              341	4.4544724500e-03	6.5278640138e-02	3.0992911754e-01	6.2025155685e-01	8.6213022207e-05
              342	4.4544759329e-03	6.5278398817e-02	3.0992931067e-01	6.2025162664e-01	8.6187938327e-05
              343	4.4544794185e-03	6.5278158254e-02	3.0992950379e-01	6.2025169725e-01	8.6161285147e-05
              344	4.4544828929e-03	6.5277918231e-02	3.0992969592e-01	6.2025176672e-01	8.6136238446e-05
              345	4.4544863701e-03	6.5277678959e-02	3.0992988803e-01	6.2025183701e-01	8.6109623944e-05
              346	4.4544898362e-03	6.5277440221e-02	3.0993007916e-01	6.2025190616e-01	8.6084614247e-05
              347	4.4544933050e-03	6.5277202228e-02	3.0993027029e-01	6.2025197614e-01	8.6058038275e-05
              348	4.4544967628e-03	6.5276964759e-02	3.0993046043e-01	6.2025204498e-01	8.6033064373e-05
              349	4.4545002235e-03	6.5276728024e-02	3.0993065058e-01	6.2025211465e-01	8.6006524751e-05
              350	4.4545036732e-03	6.5276491806e-02	3.0993083976e-01	6.2025218318e-01	8.5981585968e-05
              351	4.4545071257e-03	6.5276256317e-02	3.0993102894e-01	6.2025225254e-01	8.5955083275e-05
              352	4.4545105672e-03	6.5276021339e-02	3.0993121715e-01	6.2025232077e-01	8.5930179445e-05
              353	4.4545140045e-03	6.5275786979e-02	3.0993140488e-01	6.2025238884e-01	8.5905289208e-05
              354	4.4545174449e-03	6.5275553333e-02	3.0993159263e-01	6.2025245775e-01	8.5878834190e-05
              355	4.4545208744e-03	6.5275320186e-02	3.0993177943e-01	6.2025252553e-01	8.5853975826e-05
              356	4.4545243067e-03	6.5275087752e-02	3.0993196624e-01	6.2025259414e-01	8.5827555909e-05
              357	4.4545277281e-03	6.5274855811e-02	3.0993215210e-01	6.2025266163e-01	8.5802731216e-05
              358	4.4545311456e-03	6.5274624466e-02	3.0993233750e-01	6.2025272897e-01	8.5777918071e-05
              359	4.4545345660e-03	6.5274393823e-02	3.0993252292e-01	6.2025279715e-01	8.5751542935e-05
              360	4.4545379756e-03	6.5274163663e-02	3.0993270740e-01	6.2025286420e-01	8.5726760489e-05
              361	4.4545413813e-03	6.5273934090e-02	3.0993289143e-01	6.2025293111e-01	8.5701989829e-05
              362	4.4545447900e-03	6.5273705207e-02	3.0993307549e-01	6.2025299885e-01	8.5675657971e-05
              363	4.4545481880e-03	6.5273476797e-02	3.0993325862e-01	6.2025306548e-01	8.5650916427e-05
              364	4.4545515821e-03	6.5273248966e-02	3.0993344130e-01	6.2025313197e-01	8.5626186328e-05
              365	4.4545549792e-03	6.5273021814e-02	3.0993362402e-01	6.2025319929e-01	8.5599896123e-05
              366	4.4545583656e-03	6.5272795126e-02	3.0993380581e-01	6.2025326550e-01	8.5575193158e-05
              367	4.4545617483e-03	6.5272569006e-02	3.0993398717e-01	6.2025333158e-01	8.5550500906e-05
              368	4.4545651340e-03	6.5272343556e-02	3.0993416857e-01	6.2025339849e-01	8.5524250619e-05
              369	4.4545685090e-03	6.5272118562e-02	3.0993434905e-01	6.2025346429e-01	8.5499585164e-05
              370	4.4545718802e-03	6.5271894127e-02	3.0993452910e-01	6.2025352996e-01	8.5474930782e-05
              371	4.4545752476e-03	6.5271670247e-02	3.0993470873e-01	6.2025359549e-01	8.5450286120e-05
              372	4.4545786183e-03	6.5271447024e-02	3.0993488841e-01	6.2025366187e-01	8.5424083281e-05
              373	4.4545819783e-03	6.5271224243e-02	3.0993506718e-01	6.2025372713e-01	8.5399463289e-05
              374	4.4545853346e-03	6.5271002012e-02	3.0993524553e-01	6.2025379227e-01	8.5374852637e-05
              375	4.4545886871e-03	6.5270780323e-02	3.0993542346e-01	6.2025385728e-01	8.5350251494e-05
              376	4.4545920429e-03	6.5270559280e-02	3.0993560146e-01	6.2025392312e-01	8.5324094511e-05
              377	4.4545953881e-03	6.5270338668e-02	3.0993577856e-01	6.2025398787e-01	8.5299516728e-05
              378	4.4545987296e-03	6.5270118592e-02	3.0993595524e-01	6.2025405249e-01	8.5274949025e-05
              379	4.4546020675e-03	6.5269899046e-02	3.0993613151e-01	6.2025411698e-01	8.5250389957e-05
              380	4.4546054087e-03	6.5269680135e-02	3.0993630786e-01	6.2025418232e-01	8.5224276817e-05
              381	4.4546087393e-03	6.5269461645e-02	3.0993648332e-01	6.2025424655e-01	8.5199740380e-05
              382	4.4546120663e-03	6.5269243679e-02	3.0993665837e-01	6.2025431067e-01	8.5175212426e-05
              383	4.4546153897e-03	6.5269026234e-02	3.0993683303e-01	6.2025437466e-01	8.5150692911e-05
              384	4.4546187095e-03	6.5268809308e-02	3.0993700728e-01	6.2025443852e-01	8.5126182134e-05
              385	4.4546220257e-03	6.5268592897e-02	3.0993718113e-01	6.2025450227e-01	8.5101678268e-05
              386	4.4546253454e-03	6.5268377101e-02	3.0993735508e-01	6.2025456685e-01	8.5075622404e-05
              387	4.4546286546e-03	6.5268161712e-02	3.0993752814e-01	6.2025463035e-01	8.5051140349e-05
              388	4.4546319602e-03	6.5267946830e-02	3.0993770082e-01	6.2025469373e-01	8.5026666270e-05
              389	4.4546352624e-03	6.5267732451e-02	3.0993787310e-01	6.2025475698e-01	8.5002200766e-05
              390	4.4546385609e-03	6.5267518578e-02	3.0993804500e-01	6.2025482012e-01	8.4977743367e-05
              391	4.4546418559e-03	6.5267305205e-02	3.0993821651e-01	6.2025488314e-01	8.4953294004e-05
              392	4.4546451543e-03	6.5267092432e-02	3.0993838812e-01	6.2025494700e-01	8.4927296026e-05
              393	4.4546484424e-03	6.5266880048e-02	3.0993855886e-01	6.2025500978e-01	8.4902867263e-05
              394	4.4546517270e-03	6.5266668156e-02	3.0993872923e-01	6.2025507244e-01	8.4878447084e-05
              395	4.4546550081e-03	6.5266456755e-02	3.0993889922e-01	6.2025513499e-01	8.4854034954e-05
              396	4.4546582859e-03	6.5266245839e-02	3.0993906883e-01	6.2025519742e-01	8.4829630615e-05
              397	4.4546615602e-03	6.5266035409e-02	3.0993923807e-01	6.2025525973e-01	8.4805234724e-05
              398	4.4546648310e-03	6.5265825460e-02	3.0993940693e-01	6.2025532193e-01	8.4780846336e-05
              399	4.4546681053e-03	6.5265616095e-02	3.0993957591e-01	6.2025538498e-01	8.4754913852e-05
              400	4.4546713694e-03	6.5265407101e-02	3.0993974404e-01	6.2025544694e-01	8.4730546622e-05
              401	4.4546746301e-03	6.5265198585e-02	3.0993991180e-01	6.2025550880e-01	8.4706188795e-05
              402	4.4546778874e-03	6.5264990539e-02	3.0994007920e-01	6.2025557054e-01	8.4681838143e-05
              403	4.4546811414e-03	6.5264782963e-02	3.0994024623e-01	6.2025563217e-01	8.4657497580e-05
              404	4.4546843920e-03	6.5264575855e-02	3.0994041290e-01	6.2025569369e-01	8.4633164435e-05
              405	4.4546876392e-03	6.5264369212e-02	3.0994057922e-01	6.2025575509e-01	8.4608839564e-05
              406	4.4546908831e-03	6.5264163034e-02	3.0994074517e-01	6.2025581639e-01	8.4584523029e-05
              407	4.4546941237e-03	6.5263957317e-02	3.0994091077e-01	6.2025587757e-01	8.4560214105e-05
              408	4.4546973609e-03	6.5263752061e-02	3.0994107602e-01	6.2025593865e-01	8.4535913720e-05
              409	4.4547005948e-03	6.5263547259e-02	3.0994124091e-01	6.2025599962e-01	8.4511621166e-05
              410	4.4547038256e-03	6.5263342911e-02	3.0994140545e-01	6.2025606047e-01	8.4487336599e-05
              411	4.4547070530e-03	6.5263139014e-02	3.0994156965e-01	6.2025612122e-01	8.4463060974e-05
              412	4.4547102772e-03	6.5262935567e-02	3.0994173349e-01	6.2025618187e-01	8.4438793092e-05
              413	4.4547134981e-03	6.5262732568e-02	3.0994189700e-01	6.2025624240e-01	8.4414533678e-05
              414	4.4547167157e-03	6.5262530016e-02	3.0994206015e-01	6.2025630283e-01	8.4390282850e-05
              415	4.4547199301e-03	6.5262327907e-02	3.0994222297e-01	6.2025636316e-01	8.4366040131e-05
              416	4.4547231413e-03	6.5262126239e-02	3.0994238544e-01	6.2025642337e-01	8.4341806116e-05
              417	4.4547263493e-03	6.5261925009e-02	3.0994254758e-01	6.2025648348e-01	8.4317580997e-05
              418	4.4547295541e-03	6.5261724217e-02	3.0994270937e-01	6.2025654349e-01	8.4293364536e-05
              419	4.4547327557e-03	6.5261523860e-02	3.0994287083e-01	6.2025660339e-01	8.4269157141e-05
              420	4.4547359540e-03	6.5261323938e-02	3.0994303196e-01	6.2025666319e-01	8.4244959153e-05
              421	4.4547391492e-03	6.5261124444e-02	3.0994319275e-01	6.2025672288e-01	8.4220770101e-05
              422	4.4547423412e-03	6.5260925380e-02	3.0994335321e-01	6.2025678247e-01	8.4196590665e-05
              423	4.4547455301e-03	6.5260726743e-02	3.0994351334e-01	6.2025684196e-01	8.4172419624e-05
              424	4.4547487158e-03	6.5260528532e-02	3.0994367315e-01	6.2025690135e-01	8.4148259181e-05
              425	4.4547518984e-03	6.5260330742e-02	3.0994383262e-01	6.2025696063e-01	8.4124108656e-05
              426	4.4547550778e-03	6.5260133374e-02	3.0994399177e-01	6.2025701981e-01	8.4099966994e-05
              427	4.4547582542e-03	6.5259936424e-02	3.0994415060e-01	6.2025707889e-01	8.4075835037e-05
              428	4.4547614274e-03	6.5259739891e-02	3.0994430910e-01	6.2025713787e-01	8.4051713230e-05
              429	4.4547645976e-03	6.5259543772e-02	3.0994446728e-01	6.2025719674e-01	8.4027601835e-05
              430	4.4547677646e-03	6.5259348068e-02	3.0994462515e-01	6.2025725552e-01	8.4003500744e-05
              431	4.4547709285e-03	6.5259152774e-02	3.0994478269e-01	6.2025731420e-01	8.3979409459e-05
              432	4.4547740894e-03	6.5258957890e-02	3.0994493992e-01	6.2025737277e-01	8.3955328932e-05
              433	4.4547772472e-03	6.5258763413e-02	3.0994509683e-01	6.2025743125e-01	8.3931259404e-05
              434	4.4547804018e-03	6.5258569344e-02	3.0994525342e-01	6.2025748963e-01	8.3907200805e-05
              435	4.4547835535e-03	6.5258375676e-02	3.0994540971e-01	6.2025754791e-01	8.3883152348e-05
              436	4.4547867021e-03	6.5258182411e-02	3.0994556568e-01	6.2025760609e-01	8.3859114830e-05
              437	4.4547898476e-03	6.5257989546e-02	3.0994572134e-01	6.2025766417e-01	8.3835088559e-05
